Reference,Kikuyu,English
Jeremiah 2:5,"Jehova ekuuga atĩrĩ: “Nĩ mahĩtia marĩkũ maithe manyu maanyonire namo, atĩ nĩkĩo maandirikire, makĩndaihĩrĩria ũguo? Maarũmĩrĩire mĩhianano ĩtarĩ kĩene, nao ene makĩaga kĩene.","Yahweh says, “What unrighteousness have your fathers found in me, that they have gone far from me, and have walked after worthless vanity, and have become worthless?"
Jeremiah 2:6,"Matiigana kũũria atĩrĩ: ‘Jehova arĩ ha, ũrĩa watũrutire bũrũri wa Misiri, agĩtũgereria werũ-inĩ ũtaarĩ kĩndũ, tũkĩgerera bũrũri warĩ wa werũ na iharũrũka, bũrũri ũtoiraga mbura, na warĩ nduma ta ya gĩkuũ, bũrũri ũtaageragĩrwo na ũtaatũũragwo nĩ mũndũ?’","They didn’t say, ‘Where is Yahweh who brought us up out of the land of Egypt, who led us through the wilderness, through a land of deserts and of pits, through a land of drought and of the shadow of death, through a land that no one passed through, and where no man lived?’"
Jeremiah 2:7,"Nĩndamũrehire bũrũri mũnoru, nĩguo mũrĩĩage matunda maguo, na mwĩgune na indo ciakuo iria njega. No inyuĩ muokire, mũgĩthaahia bũrũri wakwa na mũgĩtũma igai rĩakwa rĩthũũrwo mũno.","I brought you into a plentiful land to eat its fruit and its goodness; but when you entered, you defiled my land, and made my heritage an abomination."
Jeremiah 2:8,"Athĩnjĩri-Ngai matiigana kũũria atĩrĩ: ‘Jehova arĩ ha?’ Arĩa marũmbũyagia watho matiigana kũũmenya; atongoria ao nĩmanemeire. Anabii maarathaga mohoro makĩgwetaga Baali, marũmĩrĩire mĩhianano ĩtarĩ kĩene.","The priests didn’t say, ‘Where is Yahweh?’ and those who handle the law didn’t know me. The rulers also transgressed against me, and the prophets prophesied by Baal and followed things that do not profit."
Jeremiah 2:9,"“Nĩ ũndũ ũcio nĩngũmũciirithia o rĩngĩ,” ũguo nĩguo Jehova ekuuga. “Ningĩ nĩngaciirithia ciana cia ciana cianyu.","“Therefore I will yet contend with you,” says Yahweh, “and I will contend with your children’s children."
Jeremiah 2:10,"Ringai mũthiĩ hũgũrũrũ-inĩ cia Kitimu mũkerorere, ningĩ mũtũmane gũthiio Kedari gũgatuĩrio wega,* muone kana kũrĩ kuoneka ũndũ ta ũyũ:","For pass over to the islands of Kittim, and see. Send to Kedar, and consider diligently, and see if there has been such a thing."
Jeremiah 2:11,"Atĩrĩrĩ, nĩ kũrĩ rũrĩrĩ rũrĩ rwatirika ngai ciaruo, rũkĩgarũrũkĩra ngai ingĩ? (O na harĩa ngai icio itarĩ ngai.) No rĩrĩ, andũ akwa nĩmakũũranĩtie Riiri wao na mĩhianano ĩtarĩ kĩene.","Has a nation changed its gods, which really are no gods? But my people have changed their glory for that which doesn’t profit."
Jeremiah 2:12,"Inyuĩ igũrũ-rĩ, makaai nĩ ũndũ wa ũhoro ũcio, inainai mũrĩ na kĩeha kĩnene,” ũguo nĩguo Jehova ekuuga.","“Be astonished, you heavens, at this and be horribly afraid. Be very desolate,” says Yahweh."
Jeremiah 2:13,"“Andũ akwa nĩmekĩte mehia meerĩ: Nĩmandirikĩte, o niĩ gĩthima kĩa maaĩ ma muoyo, na makeyenjera marima mangĩ ma maaĩ, namo nĩ marima mamethũkangu, matangĩiga maaĩ.","“For my people have committed two evils: they have forsaken me, the spring of living waters, and cut out cisterns for themselves: broken cisterns that can’t hold water."
Jeremiah 2:14,"Rĩu-rĩ, anga Isiraeli nĩ ndungata, o mũndũ ũciarĩirwo ũkombo-inĩ? Nĩ kĩĩ gĩtũmĩte atuĩke mũndũ wa gũtahwo?",Is Israel a slave? Is he born into slavery? Why has he become a captive?
Jeremiah 2:15,"Mĩrũũthi nĩĩraramĩte; nĩĩmũraramĩire. Nĩyanangĩte bũrũri wake; matũũra make macinĩtwo na mwaki, na magatigwo matarĩ mũndũ.","The young lions have roared at him and raised their voices. They have made his land waste. His cities are burned up, without inhabitant."
Jeremiah 2:16,"O na andũ a Memufisi, na a Tahapanahesi nĩmagũtiihĩtie, magagwĩkĩra rũhara ruototia rwa mũtwe.",The children also of Memphis and Tahpanhes have broken the crown of your head.
Jeremiah 2:17,"Githĩ tiwe mwene wĩrehereire maũndũ maya nĩ ũndũ wa gũtirika Jehova Ngai waku, o rĩrĩa we aagũtongoragia na njĩra ĩrĩa wageraga?","“Haven’t you brought this on yourself, in that you have forsaken Yahweh your God,† when he led you by the way?"
Jeremiah 2:18,"Rĩu-rĩ, nĩ kĩĩ gĩgũtũma ũcooke bũrũri wa Misiri ũkanyue maaĩ ma Shihoru? Na ningĩ-rĩ, ũgũthiĩ Ashuri nĩkĩ, ũkanyue maaĩ ma Rũũĩ rwa Farati?","Now what do you gain by going to Egypt, to drink the waters of the Shihor? Or why do you go on the way to Assyria, to drink the waters of the River?‡"
Jeremiah 2:19,"Waganu waku nĩguo ũgaakũherithia, nakuo gũcooka na thuutha gwaku nĩgũgakũrũithia. Tondũ ũcio wĩciirie wega na ũmenye ũrĩa arĩ ũndũ mũũru mũno na ũrĩ ruo harĩwe, rĩrĩa ũtirikĩte Jehova Ngai waku, na rĩrĩa ũkwaga kwĩĩndigĩra,” ũguo nĩguo Mwathani, o we Jehova Mwene-Hinya-Wothe, ekuuga.","“Your own wickedness will correct you, and your backsliding will rebuke you. Know therefore and see that it is an evil and bitter thing, that you have forsaken Yahweh your God, and that my fear is not in you,” says the Lord, Yahweh of Armies."
Jeremiah 2:20,"“Nĩwoinangire icooki rĩaku rĩa ngingo o tene, na ũgĩtuuanga mĩhĩndo yaku; woigire atĩrĩ, ‘Ndigũcooka gũgũtungata!’ Tondũ-rĩ, tũrĩma-inĩ tũrĩa tuothe tũraihu na igũrũ, na rungu rwa mũtĩ o wothe mũruru nĩkuo wakomaga ũkĩhũũra ũmaraya.","“For long ago I broke off your yoke, and burst your bonds. You said, ‘I will not serve;’ for on every high hill and under every green tree you bowed yourself, playing the prostitute."
Jeremiah 2:21,"Niĩ ndaakũhaandĩte ũrĩ ta mũthabibũ mũthuuranĩre wa mũthemba ũrĩa mwega. Wagĩcookire kũngarũrũka atĩa, ũgĩthũka, ũgĩtuĩka ta mũthabibũ wa gĩthaka?","Yet I had planted you a noble vine, a pure and faithful seed. How then have you turned into the degenerate branches of a foreign vine to me?"
Jeremiah 2:22,"O na ũngĩĩthamba na igata, o na ũhũthĩre thabuni mũingĩ mũno-rĩ, kĩmeni kĩa wĩhia waku ndingĩtiga gũkĩona,” ũguo nĩguo Mwathani Jehova ekuuga.","For though you wash yourself with lye, and use much soap, yet your iniquity is marked before me,” says the Lord Yahweh."
Jeremiah 2:23,"“Rĩu-rĩ, ũngĩhota atĩa kuuga atĩrĩ: ‘Niĩ ndiĩthaahĩtie; ndirũmĩrĩire kĩrĩra kĩa Mabaali’? Ta rora wone mĩtugo yaku kũu gĩtuamba-inĩ; wĩcũũranie wega maũndũ marĩa wĩkĩte. Wee ũhaana ta moori ya ngamĩĩra ĩgĩcangacanga kũndũ na kũndũ,","“How can you say, ‘I am not defiled. I have not gone after the Baals’? See your way in the valley. Know what you have done. You are a swift dromedary traversing her ways,"
Jeremiah 2:24,"ũkahaana ta njagĩ ĩrĩa ĩmenyerete gũikara werũ-inĩ, ĩrĩa ĩnuhanuhaga rĩrĩa ĩkwenda kũhaicwo; rĩrĩa ĩrĩ na mũrukĩ-rĩ, nũũ ũngĩhota kũmĩrigĩrĩria? Njamba iria ingĩmĩenda, itingĩĩnogia ikĩmĩcaria; mweri wayo wakinya, nĩikamĩona.","a wild donkey used to the wilderness, that sniffs the wind in her craving. When she is in heat, who can turn her away? All those who seek her will not weary themselves. In her month, they will find her."
Jeremiah 2:25,"Tiga kũhanyũka nginya ũthirĩrwo nĩ iraatũ magũrũ, naguo mũmero waku ũngʼare. No wee ũkiuga atĩrĩ, ‘Hatirĩ bata! nĩnyendete ngai cia kũngĩ, na no nginya ndĩciume thuutha.’","“Keep your feet from being bare, and your throat from thirst. But you said, ‘It is in vain. No, for I have loved strangers, and I will go after them.’"
Jeremiah 2:26,"“O ta ũrĩa mũici aconorithagio aanyiitwo, ũguo no taguo nyũmba ĩno ya Isiraeli ĩconorithĩtio: o ene, na athamaki ao, na anene ao, na athĩnjĩri-Ngai ao, na anabii ao.","As the thief is ashamed when he is found, so the house of Israel is ashamed— they, their kings, their princes, their priests, and their prophets,"
Jeremiah 2:27,"Meeraga mũtĩ atĩrĩ, ‘Wee nĩwe Baba,’ na makeera ihiga atĩrĩ, ‘Wee nĩwe wanjiarire.’ Nĩmahutatĩire, makaaga kũnyonia mothiũ mao; no rĩrĩa marĩ thĩĩna-inĩ manjĩĩraga atĩrĩ, ‘Ũka ũtũhonokie!’","who tell wood, ‘You are my father,’ and a stone, ‘You have given birth to me,’ for they have turned their back to me, and not their face, but in the time of their trouble they will say, ‘Arise, and save us!’"
Jeremiah 2:28,"Ikĩrĩ kũ ngai icio mwethondekeire? Kĩrekei ciũke, aakorwo no imũhonokie rĩrĩa mũrĩ thĩĩna-inĩ! Nĩgũkorwo ngai ciaku cingĩhĩte o ta matũũra maku, wee Juda.","“But where are your gods that you have made for yourselves? Let them arise, if they can save you in the time of your trouble, for you have as many gods as you have towns, O Judah."
Jeremiah 2:29,"“Mũgũkĩndũithia nĩ ũndũ kĩ? Inyuothe nĩmũũnemeire,” ũguo nĩguo Jehova ekuuga.","“Why will you contend with me? You all have transgressed against me,” says Yahweh."
Jeremiah 2:30,"“Nĩ wĩra wa tũhũ ndaarutire ngĩherithia andũ anyu; matiigana kũigua maakaanio magarũrũke. Rũhiũ rwaku rwa njora nĩrũniinĩte anabii anyu, o ta mũrũũthi ũrĩa mũrĩĩani.","“I have struck your children in vain. They received no correction. Your own sword has devoured your prophets, like a destroying lion."
Jeremiah 2:31,"“Atĩrĩrĩ, inyuĩ andũ a rũciaro rũrũ, mwĩcũraniei wega ũhoro wa ndũmĩrĩri ĩno ya Jehova: “Kaĩ nduĩkĩte ta werũ harĩ Isiraeli, kana ta bũrũri ũrĩ nduma nene? Nĩ kĩĩ gĩtũmaga andũ akwa moige atĩrĩ, ‘Ithuĩ tũrĩĩkaga ũrĩa tũkwenda; tũtigagũcookerera rĩngĩ’?","Generation, consider Yahweh’s word. Have I been a wilderness to Israel? Or a land of thick darkness? Why do my people say, ‘We have broken loose. We will come to you no more’?"
Jeremiah 2:32,"Rĩu-rĩ, mũirĩtu ahota kũriganĩrwo nĩ mathaga make ma kwĩgemia, kana mũhiki ariganĩrwo nĩ nguo ciake cia ũhiki? No rĩrĩ, andũ akwa nĩmariganĩirwo nĩ niĩ, matukũ maingĩ matangĩtarĩka.","“Can a virgin forget her ornaments, or a bride her attire? Yet my people have forgotten me for days without number."
Jeremiah 2:33,Kaĩ nĩ ũrĩ ũũgĩ mũingĩ rĩrĩa ũgũcaria wendo-ĩ! Nĩ ũndũ ũcio o na atumia arĩa aaganu mũno no merute na mĩthiĩre yaku.,How well you prepare your way to seek love! Therefore you have even taught the wicked women your ways.
Jeremiah 2:34,"Nguo-inĩ ciaku-rĩ, andũ nĩmoonaga thakame ya athĩĩni arĩa matarĩ ũũru mekĩte, o na aakorwo ndwamanyiitire magĩtua nyũmba. No rĩrĩ, o na gũtariĩ ũguo","Also the blood of the souls of the innocent poor is found in your skirts. You didn’t find them breaking in, but it is because of all these things."
Jeremiah 2:35,"wee uugaga atĩrĩ, ‘Niĩ ndirĩ ũndũ mũũru njĩkĩte; we ndandaakarĩire.’ No niĩ nĩngũgũtuĩra ciira, tondũ uugaga atĩrĩ, ‘Niĩ ndiĩhĩtie.’","“Yet you said, ‘I am innocent. Surely his anger has turned away from me.’ “Behold, I will judge you, because you say, ‘I have not sinned.’"
Jeremiah 2:36,"Ũriũngariũngaga nĩkĩ, ũkĩgarũraga mĩthiĩre yaku? Nĩũgaconorithio nĩ bũrũri wa Misiri, o ta ũrĩa waconorithirio nĩ Ashuri.","Why do you go about so much to change your ways? You will be ashamed of Egypt also, as you were ashamed of Assyria."
Jeremiah 2:37,"Ũgaacooka uume kũndũ kũu ũigĩrĩire moko mũtwe, nĩgũkorwo Jehova nĩaregete acio wĩhokete, o matigagũteithia. 3","You will also leave that place with your hands on your head; for Yahweh has rejected those in whom you trust, and you won’t prosper with them. 3"
Jeremiah 3:1,"“Mũndũ angĩtigana na mũtumia wake, nake mũtumia ũcio athiĩ ahikĩre mũndũ ũngĩ-rĩ, mũthuuri ũcio no amũcookerere? Githĩ bũrũri ũcio to ũthaahe biũ? No wee-rĩ, ũtũũrĩte ũhũũraga ũmaraya na endwa aku aingĩ mũno! Rĩu-rĩ, wee no ũnjookerere?” ũguo nĩguo Jehova ekuuga.","“They say, ‘If a man puts away his wife, and she goes from him, and becomes another man’s, should he return to her again?’ Wouldn’t that land be greatly polluted? But you have played the prostitute with many lovers; yet return again to me,” says Yahweh."
Jeremiah 3:2,"“Ta tiira maitho ũcũthĩrĩrie tũcũmbĩrĩ twa irĩma kũrĩa gũtigĩtwo ũtheri. Nĩ kũrĩ handũ ũtarĩ wakomwo nawe? Mĩkĩra-inĩ ya njĩra-rĩ, nĩkuo wetagĩrĩra endwa aku, kũu nĩkuo waikaraga thĩ ũkameterera, o ta Mũarabu arĩ werũ-inĩ. Wee nĩũthaahĩtie bũrũri ũyũ na ũmaraya waku na waganu waku.","“Lift up your eyes to the bare heights, and see! Where have you not been lain with? You have sat waiting for them by the road, as an Arabian in the wilderness. You have polluted the land with your prostitution and with your wickedness."
Jeremiah 3:3,"Tondũ wa ũguo-rĩ, mbura ya maguna-ngʼombe nĩĩgirĩtio yure, o na ĩrĩa ya gũkũria irio nayo ĩkaaga kuura. No rĩrĩ, wee nĩũmĩtie gĩthiithi ta kĩa mũmaraya, ũkaaga thoni o na hanini.",Therefore the showers have been withheld and there has been no latter rain; yet you have had a prostitute’s forehead and you refused to be ashamed.
Jeremiah 3:4,"Githĩ to rĩu wanjĩta ũkiugaga: ‘Baba, wee mũrata wakwa kuuma ndĩ o mũnini,","Will you not from this time cry to me, ‘My Father, you are the guide of my youth!’?"
Jeremiah 3:5,"kaĩ ũgũgĩtũũra ũrakarĩte? Mangʼũrĩ macio maku-rĩ, megũgĩthiĩ na mbere nginya tene?’ Ũguo nĩguo waragia, no ũgacooka ũgeeka ũũru wothe ũrĩa ũngĩhota.”","“ ‘Will he retain his anger forever? Will he keep it to the end?’ Behold, you have spoken and have done evil things, and have had your way.”"
Jeremiah 3:6,"Matukũ-inĩ ma wathani wa Mũthamaki Josia, Jehova nĩanjũririe atĩrĩ: “Ĩĩ nĩwonete ũrĩa Isiraeli aahutatĩire? Nĩahaicĩte gĩthũngũri-inĩ gĩothe kĩrĩa kĩraihu na igũrũ, na agathiĩ rungu rwa mũtĩ o wothe ũrĩa mũruru na akahũũrĩra ũmaraya kuo.","Moreover, Yahweh said to me in the days of Josiah the king, “Have you seen that which backsliding Israel has done? She has gone up on every high mountain and under every green tree, and has played the prostitute there."
Jeremiah 3:7,"Ndeciirĩtie atĩ nĩakanjookerera aarĩkia gwĩka maũndũ macio mothe, nowe ndaigana kũnjookerera, nake mwarĩ wa nyina, Juda, ũrĩa ũtaarĩ mwĩhokeku, agĩkĩĩonera maũndũ macio.","I said after she had done all these things, ‘She will return to me;’ but she didn’t return, and her treacherous sister Judah saw it."
Jeremiah 3:8,"Nĩndaheire Isiraeli ũcio wahutatĩire marũa ma gũtigana nake, ngĩmũingata nĩ ũndũ wa ũtharia ũcio wake wothe. No rĩrĩ, nĩndonire atĩ o na Juda, mwarĩ wa nyina ũcio ũtaarĩ mwĩhokeku, ndaarĩ na guoya; o nake nĩoimagarire, agĩthiĩ gũtharia.","I saw when, for this very cause, that backsliding Israel had committed adultery, I had put her away and given her a certificate of divorce, yet treacherous Judah, her sister, had no fear, but she also went and played the prostitute."
Jeremiah 3:9,"Tondũ wa ũrĩa Isiraeli oonaga ũmaraya wake ũtarĩ ũndũ mũnene harĩ we, nĩathaahirie bũrũri ũcio, agĩkĩrĩrĩria kũhũũra ũmaraya na ũndũ wa kũhooya mahiga na mĩtĩ.","Because she took her prostitution lightly, the land was polluted, and she committed adultery with stones and with wood."
Jeremiah 3:10,"O na kũrĩ ũguo-rĩ, Juda, mwarĩ wa nyina ũcio ũtaarĩ mwĩhokeku, ndaanjookereire na ngoro yake yothe, no aanjookereire na ũhinga,” ũguo nĩguo Jehova ekuuga.","Yet for all this her treacherous sister, Judah, has not returned to me with her whole heart, but only in pretense,” says Yahweh."
Jeremiah 3:11,"Jehova akĩnjĩĩra atĩrĩ: “Isiraeli, ũrĩa waahuutatĩire-rĩ, nĩ mũthingu gũkĩra Juda, ũcio ũtaarĩ mwĩhokeku.","Yahweh said to me, “Backsliding Israel has shown herself more righteous than treacherous Judah."
Jeremiah 3:12,"Thiĩ ũkahunjanĩrie ndũmĩrĩri ĩno werekeire mwena wa gathigathini, uuge ũũ: “ ‘Njookerera, wee Isiraeli, o wee ũũhutatĩire,’ ũguo nĩguo Jehova ekuuga, ‘na niĩ ndigacooka gũkũhetera gĩthiithi na marakara, nĩ ũndũ njiyũrĩtwo nĩ tha,’ ũguo nĩguo Jehova ekuuga. ‘Ndigũtũũra ndakarĩte nginya tene.","Go, and proclaim these words toward the north, and say, ‘Return, you backsliding Israel,’ says Yahweh; ‘I will not look in anger on you, for I am merciful,’ says Yahweh. ‘I will not keep anger forever."
Jeremiah 3:13,"Wee ũndũ ũrĩa ũgwĩka-rĩ, no kuumbũra mahĩtia maku, nĩ ũndũ wa ũrĩa ũremeire Jehova Ngai waku, nĩ ũndũ wa ũrĩa waneitanga, ũkĩĩheanaga kũrĩ ngai cia kũngĩ, rungu rwa mũtĩ o wothe mũruru, na ũkaaga kũnjathĩkĩra,’ ” ũguo nĩguo Jehova ekuuga.","Only acknowledge your iniquity, that you have transgressed against Yahweh your God, and have scattered your ways to the strangers under every green tree, and you have not obeyed my voice,’ ” says Yahweh."
Jeremiah 3:14,"Jehova ekuuga atĩrĩ: “Njookererai, inyuĩ andũ aya mũũhutatĩire, nĩgũkorwo nĩ niĩ mũthuuri wanyu; nĩngamũcookanĩrĩria, ndute mũndũ ũmweitũũra-inĩrĩmwe, na angĩ eerĩ ndĩmarute mũhĩrĩga ũmwe, ndĩmũtware Zayuni.","“Return, backsliding children,” says Yahweh, “for I am a husband to you. I will take one of you from a city, and two from a family, and I will bring you to Zion."
Jeremiah 3:15,"Nĩngacooka ndĩmũhe arĩithi arĩa ndĩthuurĩire na ngoro yakwa, arĩa makaamũtongoragia marĩ na ũũgĩ o na ũmenyo.”","I will give you shepherds according to my heart, who will feed you with knowledge and understanding."
Jeremiah 3:16,"Jehova ekuuga atĩrĩ: “Matukũ-inĩ macio, rĩrĩa mũgaakorwo mũingĩhĩte mũno gũkũ bũrũri ũyũ-rĩ, andũ matigacooka kuuga, ‘Ithandũkũ rĩa kĩrĩkanĩro kĩa Jehova.’ Ũhoro ũcio ndũgatoonya meciiria-inĩ mao kana ũririkanwo; rĩtigeciirio ũhoro warĩo o na kana rĩthondekwo rĩngĩ.","It will come to pass, when you are multiplied and increased in the land in those days,” says Yahweh, “they will no longer say, ‘the ark of Yahweh’s covenant!’ It will not come to mind. They won’t remember it. They won’t miss it, nor will another be made."
Jeremiah 3:17,"Hĩndĩ ĩyo mageetaga itũũra rĩa Jerusalemu Gĩtĩ kĩa Ũthamaki kĩa Jehova, nacio ndũrĩrĩ ciothe nĩikongana kũu itũũra rĩa Jerusalemu nĩ ũndũ wa gũtĩĩa rĩĩtwa rĩa Jehova. Matigacooka kũrũmĩrĩra ũremi wa ũũru wa ngoro ciao.","At that time they will call Jerusalem ‘Yahweh’s Throne;’ and all the nations will be gathered to it, to Yahweh’s name, to Jerusalem. They will no longer walk after the stubbornness of their evil heart."
