Reference,Kikuyu,English
Galatians 1:24,Nao makĩgooca Ngai nĩ ũndũ wakwa.,So they glorified God in me.
Galatians 2:1,"Mĩaka ikũmi na ĩna yathira nĩndambatire rĩngĩ Jerusalemu, na ihinda rĩĩrĩ tũgĩthiĩ hamwe na Baranaba o na tũgĩthiĩ na Tito.","Then after a period of fourteen years I went up again to Jerusalem with Barnabas, taking Titus also with me."
Galatians 2:2,"Ndathiire tondũ Ngai nĩanguũrĩirie thiĩ kuo, na nĩguo ngataarĩrie atũmwo Ũhoro-ũrĩa-Mwega ũrĩa hunjagĩria andũ-a-Ndũrĩrĩ. No ndataarĩirie o arĩa monekaga marĩ atongoria hatarĩ andũ angĩ, nĩgeetha gũtigatuĩke atĩ ihenya rĩrĩa ndatengʼeraga, o na kana rĩrĩa ndatengʼerete, rĩarĩ rĩa tũhũ.","I went up by revelation, and I laid before them the Good News which I preach among the Gentiles, but privately before those who were respected, for fear that I might be running, or had run, in vain."
Galatians 2:3,"No o na Tito, ũrĩa warĩ hamwe na niĩ, ndaringĩrĩirio kũrua, o na gũtuĩka aarĩ Mũyunani.","But not even Titus, who was with me, being a Greek, was compelled to be circumcised."
Galatians 2:4,"Ũhoro ũyũ wa kũrua wagĩire ho tondũ nĩ kwarĩ na ariũ na aarĩ a Ithe witũ a maheeni arĩa maatoonyete gatagatĩ gaitũ na hitho marĩ athigaani nĩguo matuĩrie ũhoro wa wĩyathi ũrĩa tũkoragwo naguo tũrĩ thĩinĩ wa Kristũ Jesũ, makĩenda gũtũtua ngombo.","This was because of the false brothers secretly brought in, who stole in to spy out our liberty which we have in Christ Jesus, that they might bring us into bondage,"
Galatians 2:5,"Tũtietĩkĩrire ũhoro wao o na hanini, nĩgeetha ma ya Ũhoro-ũrĩa-Mwega ĩtũũre na inyuĩ.","to whom we gave no place in the way of subjection, not for an hour, that the truth of the Good News might continue with you."
Galatians 2:6,"Nao andũ arĩa moonekaga taarĩ o anene-rĩ, (harĩ niĩ hatiarĩ na ũtiganu o ũrĩa mangĩakorirwo marĩ, nĩgũkorwo Ngai ndaroraga mũndũ ũrĩa ahaana) andũ acio gũtirĩ ũndũ moongereire harĩ ndũmĩrĩri yakwa.","But from those who were reputed to be important—whatever they were, it makes no difference to me; God doesn’t show partiality to man—they, I say, who were respected imparted nothing to me,"
Galatians 2:7,"O na rĩrĩ, o nĩmoonire atĩ niĩ nĩndehokeirwo wĩra wa kũhunjia Ũhoro-ũrĩa-Mwega kũrĩ andũ-a-Ndũrĩrĩ, o ta ũrĩa Petero eehokeirwo wĩra wa kũhunjĩria Ayahudi.","but to the contrary, when they saw that I had been entrusted with the Good News for the uncircumcised, even as Peter with the Good News for the circumcised—"
Galatians 2:8,"Nĩgũkorwo Ngai ũrĩa warutaga wĩra thĩinĩ wa ũtungata wa Petero arĩ mũtũmwo kũrĩ Ayahudi, nowe warutaga wĩra ũtungata-inĩ wakwa ndĩ mũtũmwo kũrĩ andũ-a-Ndũrĩrĩ.",for he who worked through Peter in the apostleship with the circumcised also worked through me with the Gentiles—
Galatians 2:9,"Ningĩ Jakubu, na Petero, na Johana, arĩa moonagwo marĩ itugĩ cia gũtiira kanitha-rĩ, nĩmatwamũkĩrire tũrĩ hamwe na Baranaba na guoko kwa ũrĩo kwa ngwatanĩro, rĩrĩa maamenyire wega wa Ngai ũrĩa ndaaheetwo. Nĩmetĩkĩrire atĩ ithuĩ tũthiĩ tũkahunjĩrie andũ-a-Ndũrĩrĩ, nao mathiĩ kũrĩ Ayahudi.","and when they perceived the grace that was given to me, James and Cephas and John, those who were reputed to be pillars, gave to Barnabas and me the right hand of fellowship, that we should go to the Gentiles, and they to the circumcision."
Galatians 2:10,Ũndũ ũrĩa maatwĩrire twĩkage nĩ atĩ tũririkanage athĩĩni na noguo ũndũ ũrĩa niĩ mwene ndaarĩ na kĩyo gĩa gwĩka.,They only asked us to remember the poor—which very thing I was also zealous to do.
Galatians 2:11,"Na rĩrĩ, hĩndĩ ĩrĩa Petero ookire Antiokia,* nĩndamũkararirie mbere ya andũ tondũ nĩahĩtĩtie mũno.","But when Peter came to Antioch, I resisted him to his face, because he stood condemned."
Galatians 2:12,"Andũ amwe moimĩte kũrĩ Jakubu matanakinya-rĩ, Petero nĩarĩĩanagĩra na andũ-a-Ndũrĩrĩ, no rĩrĩa maakinyire, akĩmeherera, na akĩĩamũrania na andũ-a-Ndũrĩrĩ tondũ nĩetigagĩra andũ arĩa maarĩ a gĩkundi kĩa andũ arĩa maruaga.","For before some people came from James, he ate with the Gentiles. But when they came, he drew back and separated himself, fearing those who were of the circumcision."
Galatians 2:13,"O na Ayahudi arĩa angĩ makĩnyiitanĩra na Petero ũhinga- inĩ wake, o nginya o na Baranaba akĩhĩtithio nĩ ũhinga ũcio wao.","And the rest of the Jews joined him in his hypocrisy, so that even Barnabas was carried away with their hypocrisy."
Galatians 2:14,"Rĩrĩa ndonire atĩ matiekaga kũringana na ma ya Ũhoro-ũrĩa-Mwega, ngĩĩra Petero atĩrĩ, andũ othe makĩiguaga, “Angĩkorwo wee ũrĩ Mũyahudi, ũtũũraga na mĩtugo ya andũ-a-Ndũrĩrĩ na ti ta Mũyahudi-rĩ, ũngĩkĩhota atĩa kũhatĩrĩria andũ-a-Ndũrĩrĩ atĩ nĩguo marũmĩrĩre mĩtugo ya Ayahudi?","But when I saw that they didn’t walk uprightly according to the truth of the Good News, I said to Peter before them all, “If you, being a Jew, live as the Gentiles do, and not as the Jews do, why do you compel the Gentiles to live as the Jews do?"
Galatians 2:15,"“Ithuĩ arĩa tũciarĩtwo tũrĩ Ayahudi na tũtarĩ ehia ta andũ-a-Ndũrĩrĩ-rĩ,","“We, being Jews by nature and not Gentile sinners,"
Galatians 2:16,"nĩtũũĩ atĩ mũndũ ndatuĩkaga mũthingu nĩ ũndũ wa gwathĩkĩra watho, no atuĩkaga mũthingu nĩ ũndũ wa gwĩtĩkia Jesũ Kristũ. Nĩ ũndũ ũcio o na ithuĩ twĩtĩkĩtie Kristũ Jesũ nĩguo tũtuuo athingu nĩ ũndũ wa gwĩtĩkia Kristũ, no ti ũndũ wa gwathĩkĩra watho, tondũ gũtirĩ mũndũ ũgaatuuo mũthingu nĩ ũndũ wa gwathĩkĩra watho.","yet knowing that a man is not justified by the works of the law but through faith in Jesus Christ, even we believed in Christ Jesus, that we might be justified by faith in Christ and not by the works of the law, because no flesh will be justified by the works of the law."
Galatians 2:17,"“Angĩgĩkorwo rĩrĩa tũgũcaria gũtuuo athingu nĩ Kristũ kuonanagia atĩ ithuĩ ene tũrĩ ehia-rĩ, ũguo nĩ kuuga atĩ Kristũ atungatagĩra mehia? Hĩ! Kũroaga gũtuĩka ũguo!","But if while we sought to be justified in Christ, we ourselves also were found sinners, is Christ a servant of sin? Certainly not!"
Galatians 2:18,"Angĩkorwo nĩ ngwaka rĩngĩ kĩrĩa ndaanangire-rĩ, nĩkuonania atĩ niĩ nĩnyunĩte watho.","For if I build up again those things which I destroyed, I prove myself a law-breaker."
Galatians 2:19,Nĩgũkorwo na ũndũ wa watho nĩndakuĩrĩire watho ũcio nĩguo ndũũre muoyo ndĩ wa Ngai.,"For I through the law died to the law, that I might live to God."
Galatians 2:20,"Niĩ nĩndĩkĩtie kwambanĩrio hamwe na Kristũ, na rĩu ti niĩ ndũũraga muoyo, no Kristũ nĩwe ũtũũraga muoyo thĩinĩ wakwa. Muoyo ũrĩa ndũũraga mwĩrĩ-inĩ ũyũ ndũũraga na ũndũ wa gwĩtĩkia Mũrũ wa Ngai, ũrĩa wanyendire na akĩĩruta nĩ ũndũ wakwa.","I have been crucified with Christ, and it is no longer I who live, but Christ lives in me. That life which I now live in the flesh, I live by faith in the Son of God, who loved me and gave himself up for me."
Galatians 2:21,"Ndingĩĩtĩkĩra gũtua wega wa Ngai kĩndũ gĩa tũhũ, tondũ kũngĩtuĩka atĩ ũthingu wonekaga nĩ ũndũ wa watho-rĩ, Kristũ aakuire tũhũ!”","I don’t reject the grace of God. For if righteousness is through the law, then Christ died for nothing!”"
Galatians 3:1,Atĩrĩrĩ inyuĩ Agalatia aya akĩĩgu! Mũrogetwo nũũ? O inyuĩ muonirio wega Jesũ Kristũ arĩ mwambe mũtĩ igũrũ.,"Foolish Galatians, who has bewitched you not to obey the truth, before whose eyes Jesus Christ was openly portrayed among you as crucified?"
Galatians 3:2,"No nyende kũmenya ũndũ ũmwe tu kuuma kũrĩ inyuĩ: Mwaheirwo Roho nĩ ũndũ wa gwathĩkĩra watho, kana nĩ ũndũ wa gwĩtĩkia ũhoro ũrĩa mwaiguire?","I just want to learn this from you: Did you receive the Spirit by the works of the law, or by hearing of faith?"
Galatians 3:3,"Kaĩ mũrĩ akĩĩgu atĩa? Mwambĩrĩirie na Roho wa Ngai, na rĩu mũrenda kũrĩkĩrĩria na hinya wa mwĩrĩ?","Are you so foolish? Having begun in the Spirit, are you now completed in the flesh?"
Galatians 3:4,"Anga mwathĩĩnirio na maũndũ maingĩ ũguo o tũhũ, angĩkorwo ũhoro ũcio wothe warĩ wa tũhũ?","Did you suffer so many things in vain, if it is indeed in vain?"
Galatians 3:5,"Wee Ngai amũheaga Roho wake na akaringaga ciama gatagatĩ kanyu nĩ ũndũ wanyu gwathĩkĩra watho, kana nĩ ũndũ wa gwĩtĩkia ũhoro ũrĩa mwaiguire?","He therefore who supplies the Spirit to you and does miracles among you, does he do it by the works of the law, or by hearing of faith?"
Galatians 3:6,"Ta ririkanai ũhoro wa Iburahĩmu, Maandĩko moigĩte atĩrĩ: “Etĩkirie Ngai, nake Ngai akĩmũtua mũthingu.”","Even so, Abraham “believed God, and it was counted to him for righteousness.”*"
Galatians 3:7,Nĩ ũndũ ũcio kĩmenyei atĩ andũ arĩa metĩkĩtie nĩo ciana cia Iburahĩmu.,Know therefore that those who are of faith are children of Abraham.
Galatians 3:8,"Na tondũ Maandĩko marĩa matheru nĩmooigĩte o mbere atĩ Ngai nĩagatua andũ-a-Ndũrĩrĩ athingu na ũndũ wa gwĩtĩkia-rĩ, na Maandĩko macio nĩmahunjĩirie Iburahĩmu Ũhoro-ũrĩa-Mwega o kabere, makiuga atĩrĩ: “Ndũrĩrĩ ciothe nĩikaarathimwo nĩ ũndũ waku.”","The Scripture, foreseeing that God would justify the Gentiles by faith, preached the Good News beforehand to Abraham, saying, “In you all the nations will be blessed.”*"
Galatians 3:9,"Nĩ ũndũ ũcio andũ arĩa metĩkĩtie nĩmarathimanagĩrio hamwe na Iburahĩmu, mũndũ ũcio warĩ mwĩtĩkia.","So then, those who are of faith are blessed with the faithful Abraham."
Galatians 3:10,"Andũ arĩa othe mehokaga ũhoro wa gwathĩkĩra watho-rĩ, marĩ na kĩrumi, nĩgũkorwo Maandĩko moigaga atĩrĩ, “Kũgwatwo nĩ kĩrumi nĩ mũndũ o wothe ũtahingagia maũndũ marĩa mothe mandĩkĩtwo Ibuku-inĩ rĩa Watho.”","For as many as are of the works of the law are under a curse. For it is written, “Cursed is everyone who doesn’t continue in all things that are written in the book of the law, to do them.”*"
Galatians 3:11,"Nĩtũũĩ wega atĩ gũtirĩ mũndũ ũngĩtuuo mũthingu mbere ya Ngai nĩ ũndũ wa gwathĩkĩra watho, tondũ Maandĩko moigĩte atĩrĩ: “Mũndũ ũrĩa mũthingu agaatũũra muoyo nĩ ũndũ wa gwĩtĩkia.”","Now that no man is justified by the law before God is evident, for, “The righteous will live by faith.”*"
Galatians 3:12,"No watho-rĩ, nduumanĩte na ũhoro wa gwĩtĩkia; handũ ha ũguo Maandĩko moigaga atĩrĩ, “Mũndũ ũrĩa wathĩkagĩra maũndũ ma watho agaatũũrio muoyo nĩ mo.”","The law is not of faith, but, “The man who does them will live by them.”*"
Galatians 3:13,"Nake Kristũ nĩatũkũũrire agĩtũruta kĩrumi-inĩ kĩa watho na ũndũ wake mwene gũtuĩka kĩrumi ithenya riitũ, nĩgũkorwo nĩ kwandĩkĩtwo atĩrĩ, “Kũgwatwo nĩ kĩrumi nĩ mũndũ o wothe wambĩtwo mũtĩ-igũrũ.”","Christ redeemed us from the curse of the law, having become a curse for us. For it is written, “Cursed is everyone who hangs on a tree,”*"
Galatians 3:14,"Aatũkũũrire nĩguo kĩrathimo kĩrĩa Iburahĩmu aarathimĩtwo nakĩo gĩkinyĩre andũ-a- Ndũrĩrĩ na ũndũ wa Kristũ Jesũ, nĩguo atĩ na ũndũ wa gwĩtĩkia twamũkĩre Roho ũrĩa weranĩirwo.","that the blessing of Abraham might come on the Gentiles through Christ Jesus, that we might receive the promise of the Spirit through faith."
Galatians 3:15,"Ariũ na aarĩ a Ithe witũ, rekei ndĩmuonie na ngerekano yumanĩte na maũndũ marĩa mũũĩ. O ta ũrĩa gũtarĩ mũndũ ũngĩhota kweheria ũndũ kana kuongerera ũndũ harĩ kĩrĩkanĩro kĩrĩa gĩthondeketwo nĩ mũndũ-rĩ, no taguo ũhoro ũyũ ũtariĩ.","Brothers, speaking of human terms, though it is only a man’s covenant, yet when it has been confirmed, no one makes it void or adds to it."
Galatians 3:16,"Maũndũ marĩa meranĩirwo, meerĩirwo Iburahĩmu na mbeũ yake. Maandĩko matiugĩte “mbeũ ciake”, taarĩ ũhoro wa andũ aingĩ, no moigĩte “na mbeũ yake”, ũguo nĩ kuuga mũndũ ũmwe, na nĩwe Kristũ.","Now the promises were spoken to Abraham and to his offspring.† He doesn’t say, “To descendants‡”, as of many, but as of one, “To your offspring”,* which is Christ."
Galatians 3:17,"Ũrĩa ndĩrenda kuuga nĩ atĩrĩ: Watho, ũcio wokire thuutha wa mĩaka 430, ndũngĩeheria kĩrĩkanĩro kĩrĩa gĩekĩrĩtwo ho nĩ Ngai mbere ĩyo, na ndũngĩtũma kĩĩranĩro kĩu gĩtuĩke gĩa tũhũ.","Now I say this: A covenant confirmed beforehand by God in Christ, the law, which came four hundred thirty years after, does not annul, so as to make the promise of no effect."
Galatians 3:18,"Nĩ ũndũ-rĩ, angĩkorwo igai rĩngĩoneka nĩ ũndũ wa watho-rĩ, rĩtikiumanĩte na kĩĩranĩro; no Ngai, nĩ ũndũ wa wega wake, nĩaheire Iburahĩmu igai na ũndũ wa kĩĩranĩro.","For if the inheritance is of the law, it is no more of promise; but God has granted it to Abraham by promise."
Galatians 3:19,"Watho-rĩ, wakĩrĩ wa bata ũrĩkũ? Wongereirwo kũrĩ kĩĩranĩro nĩguo wonanagie mahĩtia o nginya rĩrĩa mbeũ ĩrĩa kĩrĩkanĩro kĩeranĩire ĩgooka. Watho ũcio wathanirwo nĩ araika ũkĩnengererio andũ na guoko kwa mũiguithania.","Then why is there the law? It was added because of transgressions, until the offspring should come to whom the promise has been made. It was ordained through angels by the hand of a mediator."
Galatians 3:20,"No rĩrĩ, mũiguithania ndakoragwo arũgamĩrĩire o mwena ũmwe; no Ngai nĩ ũmwe.","Now a mediator is not between one, but God is one."
Galatians 3:21,"Nĩ ũndũ ũcio-rĩ, kaĩ watho ũreganĩte na ciĩranĩro cia Ngai? Aca ti ũguo! Tondũ korwo kwarĩ na watho waheanirwo nĩguo andũ magĩe na muoyo-rĩ, ti-itherũ o naguo ũthingu nĩ ũngĩakĩrehirwo nĩ watho.","Is the law then against the promises of God? Certainly not! For if there had been a law given which could make alive, most certainly righteousness would have been of the law."
Galatians 3:22,"No Maandĩko moigaga atĩ andũ a thĩ nĩ mohetwo nĩ mehia, nĩgeetha kĩĩranĩro kĩrĩa kĩheanagwo nĩ ũndũ wa gwĩtĩkia Jesũ Kristũ kĩheagwo o arĩa metĩkĩtie.","But the Scripture imprisoned all things under sin, that the promise by faith in Jesus Christ might be given to those who believe."
Galatians 3:23,"Ũhoro wa gwĩtĩkia ũtanooka-rĩ, twarĩ ohe nĩ watho, tũkahingĩrĩrio o nginya wĩtĩkio ũkaaguũranĩrio.","But before faith came, we were kept in custody under the law, confined for the faith which should afterwards be revealed."
Galatians 3:24,"Nĩ ũndũ ũcio watho nĩguo waheirwo ũhoti wa gũtũtwara kũrĩ Kristũ, nĩguo tũtuuo athingu na ũndũ wa gwĩtĩkia.","So that the law has become our tutor to bring us to Christ, that we might be justified by faith."
Galatians 3:25,"Na rĩrĩ, kuona atĩ rĩu ũhoro wa gwĩtĩkia nĩmũkinyu, tũtingĩcooka kũrũgamĩrĩrwo nĩ watho.","But now that faith has come, we are no longer under a tutor."
Galatians 3:26,"Inyuothe mũrĩ ciana cia Ngai nĩ ũndũ wa gwĩtĩkia Kristũ Jesũ,","For you are all children of God, through faith in Christ Jesus."
Galatians 3:27,nĩgũkorwo inyuothe arĩa mwabatithirio thĩinĩ wa Kristũ nĩmwĩhumbĩte Kristũ.,For as many of you as were baptized into Christ have put on Christ.
Galatians 3:28,"Nĩ ũndũ ũcio gũtingĩcooka gũthuuranio Mũyahudi kana Mũyunani, na gũtirĩ ngombo kana mũndũ ũtarĩ ngombo, na gũtirĩ mũndũ mũrũme kana mũndũ-wa-nja, nĩgũkorwo inyuothe mũrĩ ũmwe ki thĩinĩ wa Kristũ Jesũ.","There is neither Jew nor Greek, there is neither slave nor free man, there is neither male nor female; for you are all one in Christ Jesus."
Galatians 3:29,"Angĩkorwo mũrĩ a Kristũ-rĩ, mũkĩrĩ a mbeũ ya Iburahĩmu, na mũrĩ agai a kũgaya kũringana na kĩĩranĩro kĩu kĩĩranĩirwo.","If you are Christ’s, then you are Abraham’s offspring and heirs according to promise."
Galatians 4:1,"Ũrĩa ndĩroiga nĩ atĩrĩ, ihinda rĩothe rĩrĩa mũgai arĩ o mwana-rĩ, ndarĩ ũtiganu na ngombo, o na atuĩkanĩwemweneindoiciociothe.","But I say that so long as the heir is a child, he is no different from a bondservant, though he is lord of all,"
Galatians 4:2,"Nĩgwathwoathagwonĩamũrorihamwenaaramatiaindociake, nginya ihinda rĩrĩa ithe atuĩte rĩgaakinya.",but is under guardians and stewards until the day appointed by the father.
Galatians 4:3,"Ũguo noguo o na ithuĩ, hĩndĩ ĩrĩa twarĩ ciana, twatũire ũkombo-inĩ wa maũndũ marĩa ma ndũire ma thĩ ĩno.","So we also, when we were children, were held in bondage under the elemental principles of the world."
Galatians 4:4,"No hĩndĩ ĩrĩa ihinda rĩrĩa rĩagĩrĩru kũna rĩakinyire, Ngai nĩatũmire Mũriũ, nake agĩciarwo nĩ mũndũ-wa-nja, na agĩciarwo arĩ wa gwathagwo nĩ watho,","But when the fullness of the time came, God sent out his Son, born to a woman, born under the law,"
Galatians 4:5,"nĩguo akũũre andũ arĩa matũire mathagwo nĩ watho, nĩgeetha tũgĩe na kĩhooto gĩa gũtuĩka ciana ciake,","that he might redeem those who were under the law, that we might receive the adoption as children."
Galatians 4:6,"Tondũ inyuĩ mũrĩ ciana ciake-rĩ, Ngai nĩatũmire Roho wa Mũriũ ngoro-inĩ ciitũ, o we Roho ũrĩa wĩtanaga ũkiugaga atĩrĩ, “Abba, Baba.”","And because you are children, God sent out the Spirit of his Son into your hearts, crying, “Abba,† Father!”"
Galatians 4:7,"Nĩ ũndũ ũcio, we ndũrĩ ngombo rĩngĩ, no ũrĩ mwana wake; na tondũ rĩu ũrĩ mwana wake, Ngai nĩagũtuĩte mũgai wa indo ciake.","So you are no longer a bondservant, but a son; and if a son, then an heir of God through Christ."
Galatians 4:8,"Tene rĩrĩa mũtooĩ Ngai-rĩ, mwarĩ ngombo cia ciũmbe iria itarĩ ngai.","However at that time, not knowing God, you were in bondage to those who by nature are not gods."
Galatians 4:9,"No rĩrĩ, tondũ rĩu nĩmũmenyete Ngai, kana njuge nĩmũrĩkĩtie kũmenywo nĩ Ngai-rĩ, mũrakĩenda gũcookerera maũndũ macio maagĩte hinya na matarĩ kĩene nĩkĩ? Kaĩ mũrenda gũcooka ũkombo-inĩ wamo o rĩngĩ?","But now that you have come to know God, or rather to be known by God, why do you turn back again to the weak and miserable elemental principles, to which you desire to be in bondage all over again?"
Galatians 4:10,"Nĩmũrũmĩtie ũhoro wa mĩthenya mĩamũre, na mĩeri mĩamũre, na imera, o na mĩaka!","You observe days, months, seasons, and years."
Galatians 4:11,Ndĩ na kĩeha mũno tondũ gũkuoneka atĩ wĩra ũrĩa wothe ndanenogia naguo nĩ ũndũ wanyu nĩ wa tũhũ!,"I am afraid for you, that I might have wasted my labor for you."
Galatians 4:12,"Ndamũthaitha, inyuĩ ariũ na aarĩ a Ithe witũ, tuĩkai ta niĩ, nĩgũkorwo niĩ nduĩkĩte ta inyuĩ. Mũtirĩ mwanjĩka ũũru.","I beg you, brothers, become as I am, for I also have become as you are. You did me no wrong,"
Galatians 4:13,"O ta ũrĩa mũũĩ, ndamũhunjĩirie Ũhoro-ũrĩa-Mwega ihinda rĩa mbere tondũ ndaarĩ mũrũaru.",but you know that because of weakness in the flesh I preached the Good News to you the first time.
Galatians 4:14,"O na gũtuĩka ndwari yakwa yarĩ magerio kũrĩ inyuĩ, mũtianyararire kana mũkĩĩmena, no mwanyiitire ũgeni ta ndaarĩ mũraika wa Ngai, o na ta ndaarĩ Jesũ Kristũ we mwene.","That which was a temptation to you in my flesh, you didn’t despise nor reject; but you received me as an angel of God, even as Christ Jesus."
