Reference,Kikuyu,English
Proverbs 1:21,"Aragũthũka na mũgambo mũnene arĩ magomano-inĩ ma njĩra kũu kũrĩ inegene, o na itoonyero rĩa itũũra inene akoria atĩrĩ:","She calls at the head of noisy places. At the entrance of the city gates, she utters her words:"
Proverbs 1:22,"“Inyuĩ mũtarĩ ũũgĩ-rĩ, nĩ nginya rĩ mũgũtũũra mwendete njĩra cianyu itarĩ cia ũũgĩ? Nĩ nginya rĩ anyũrũrania megũtũũra makenagĩra kĩnyũrũri, na arĩa akĩĩgu mathũire ũmenyo?","“How long, you simple ones, will you love simplicity? How long will mockers delight themselves in mockery, and fools hate knowledge?"
Proverbs 1:23,"Korwo nĩmwetĩkĩrire kũigua ũtaaro wakwa-rĩ, nĩingĩamũhingũrĩire ngoro yakwa, ndũme mũmenye meciiria makwa.","Turn at my reproof. Behold,§ I will pour out my spirit on you. I will make known my words to you."
Proverbs 1:24,"No tondũ nĩmwaregire kũnjigua rĩrĩa ndetanire, na gũtirĩ mũndũ werũmbũirie hĩndĩ ĩrĩa ndatambũrũkirie guoko gwakwa,","Because I have called, and you have refused; I have stretched out my hand, and no one has paid attention;"
Proverbs 1:25,"na mũkĩagĩra mataaro makwa mothe bata, na mũkĩaga gwĩtĩkĩra ikaanania rĩakwa-rĩ,","but you have ignored all my counsel, and wanted none of my reproof;"
Proverbs 1:26,"niĩ na niĩ nĩngamũthekerera hĩndĩ yanyu ya mwanangĩko, na ndĩmũnyũrũrie rĩrĩa mũgaakorererwo nĩ mũtino:","I also will laugh at your disaster. I will mock when calamity overtakes you,"
Proverbs 1:27,"ĩĩ hĩndĩ ĩrĩa guoya ũkaamũkorerera ta kĩhuhũkanio, rĩrĩa mwanangĩko ũkaamũhaata ta rũhuho rwa kĩhuhũkanio, rĩrĩa mũgaakinyĩrĩrwo nĩ mĩnyamaro na ruo rwa ngoro.","when calamity overtakes you like a storm, when your disaster comes on like a whirlwind, when distress and anguish come on you."
Proverbs 1:28,"“Hĩndĩ ĩyo nĩmakangaĩra, no ndikametĩka; nĩmakanjetha na kĩyo, no matikanyona.","Then they will call on me, but I will not answer. They will seek me diligently, but they will not find me,"
Proverbs 1:29,"Tondũ nĩmathũũrire ũmenyo, na matiigana gũthuura gwĩtigĩra Jehova,","because they hated knowledge, and didn’t choose the fear of Yahweh."
Proverbs 1:30,"tondũ matietĩkĩrire mataaro makwa, na nĩmamenire ikaanania rĩakwa,",They wanted none of my counsel. They despised all my reproof.
Proverbs 1:31,"makaarĩa maciaro ma mĩthiĩre yao, na mahũũnio nĩ maciaro ma mathugunda mao.","Therefore they will eat of the fruit of their own way, and be filled with their own schemes."
Proverbs 1:32,"Nĩgũkorwo ũgenyũ wa arĩa matarĩ ũũgĩ nĩũkamooraga, nakuo kwĩgangara kwa arĩa akĩĩgu nĩgũkamaniina;",For the backsliding of the simple will kill them. The careless ease of fools will destroy them.
Proverbs 1:33,"no ũrĩa wothe ũnjiguaga arĩtũũraga na thayũ, na atũũre ahooreire, atarĩ ũgwati angĩĩtigĩra.” 2","But whoever listens to me will dwell securely, and will be at ease, without fear of harm.” 2"
Proverbs 2:1,"Mũrũ wakwa, ũngĩtĩkĩra ciugo ciakwa, na ũige maathani makwa ta mũthiithũ thĩinĩ waku,","My son, if you will receive my words, and store up my commandments within you,"
Proverbs 2:2,"nakuo gũtũ gwaku ũgũtegere ũũgĩ, na werekerie ngoro yaku kũgĩa na ũmenyi,","so as to turn your ear to wisdom, and apply your heart to understanding;"
Proverbs 2:3,"na ũngĩgaakayũrũrũka na ũhooe gũkũũrana maũndũ, na wĩtane wanĩrĩire ũheo ũtaũku,","yes, if you call out for discernment, and lift up your voice for understanding;"
Proverbs 2:4,"na ũngĩkawetha ta betha, na ũũcarie ta kĩgĩĩna kĩhithe-rĩ,","if you seek her as silver, and search for her as for hidden treasures;"
Proverbs 2:5,"hĩndĩ ĩyo nĩũgataũkĩrwo nĩ ũhoro wa gwĩtigĩra Jehova, na ũgĩe na ũmenyo wa Ngai.","then you will understand the fear of Yahweh, and find the knowledge of God.†"
Proverbs 2:6,"Nĩgũkorwo Jehova aheanaga ũũgĩ, na kanua gake koimaga ũmenyo na ũtaũku.",For Yahweh gives wisdom. Out of his mouth comes knowledge and understanding.
Proverbs 2:7,"Andũ arĩa arũngĩrĩru amaigĩire ũhootani, nĩwe ngo ya arĩa matarĩ ũcuuke mĩthiĩre-inĩ yao,","He lays up sound wisdom for the upright. He is a shield to those who walk in integrity,"
Proverbs 2:8,"nĩgũkorwo nĩarangagĩra njĩra cia arĩa marũmagĩrĩra kĩhooto, na akagitĩra njĩra ya andũ ake arĩa ehokeku.","that he may guard the paths of justice, and preserve the way of his saints."
Proverbs 2:9,"Hĩndĩ ĩyo nĩũgakũũrana maũndũ marĩa magĩrĩire, na ma kĩhooto, na marĩa mega: ũgĩkũũrane njĩra o yothe njega.","Then you will understand righteousness and justice, equity and every good path."
Proverbs 2:10,"Nĩgũkorwo ũũgĩ nĩũgatoonya ngoro yaku, naguo ũmenyo ũkenagie muoyo waku.",For wisdom will enter into your heart. Knowledge will be pleasant to your soul.
Proverbs 2:11,"ũgereri nĩũrĩkũgitagĩra, naguo ũtaũku ũkũrangagĩre.","Discretion will watch over you. Understanding will keep you,"
Proverbs 2:12,"Ũũgĩ nĩũgakũhonokia kuuma njĩra-inĩ cia andũ arĩa aaganu, ũkũhonokie kuuma kũrĩ andũ arĩa maaragia maũndũ ma waganu,","to deliver you from the way of evil, from the men who speak perverse things,"
Proverbs 2:13,"o arĩa matigaga njĩra iria nũngĩrĩru, magathiĩra njĩra cia nduma,","who forsake the paths of uprightness, to walk in the ways of darkness,"
Proverbs 2:14,"arĩa makenaga magĩĩka ũũru, na magakenagio nĩ ũũru wa waganu,","who rejoice to do evil, and delight in the perverseness of evil,"
Proverbs 2:15,"na no-o arĩa njĩra ciao ciogomete, na mĩthiĩre yao ĩrĩ ya ungumania.","who are crooked in their ways, and wayward in their paths,"
Proverbs 2:16,"Ũũgĩ nĩũgakũhonokia kuuma harĩ mũtumia ũrĩa mũtharia, ũkũhonokie harĩ ngʼenyũ ya mũtumia na ciugo ciake cia kũheenereria andũ,","to deliver you from the strange woman, even from the foreigner who flatters with her words,"
Proverbs 2:17,"ũcio ũtigĩte mũratawe wa ũnini wake, na agatiganĩria kĩrĩkanĩro kĩrĩa aarĩkanĩire na mũthuuriwe arĩ mbere ya Ngai.","who forsakes the friend of her youth, and forgets the covenant of her God;"
Proverbs 2:18,"Nĩgũkorwo nyũmba yake ĩroragia andũ gĩkuũ-inĩ, nacio njĩra ciake ikamerekeria kũrĩ maroho ma arĩa akuũ.","for her house leads down to death, her paths to the departed spirits."
Proverbs 2:19,"Gũtirĩ mũndũ ũthiiaga harĩ we agacooka, kana akegwatĩra njĩra cia muoyo.","None who go to her return again, neither do they attain to the paths of life."
Proverbs 2:20,"No rĩrĩ, wee nĩũrĩthiiaga na mĩthiĩre ya andũ arĩa ega, na ũgeragĩre njĩra cia arĩa athingu.","Therefore walk in the way of good men, and keep the paths of the righteous."
Proverbs 2:21,"Nĩgũkorwo andũ arĩa arũngĩrĩru nĩo magaatũũra bũrũri-inĩ, na arĩa matarĩ ũcuuke nĩo magaatigara kuo;",For the upright will dwell in the land. The perfect will remain in it.
Proverbs 2:22,"no rĩrĩ, andũ arĩa aaganu nĩmakeeherio bũrũri-inĩ, nao arĩa matarĩ ehokeku nĩmakamunywo maingatwo kuo. 3",But the wicked will be cut off from the land. The treacherous will be rooted out of it. 3
Proverbs 3:1,"Mũrũ wakwa, ndũkariganĩrwo nĩ ũrutani wakwa, no ngoro yaku nĩĩrũmagie maathani makwa,","My son, don’t forget my teaching, but let your heart keep my commandments,"
Proverbs 3:2,"nĩgũkorwo nĩmagakuongerera matukũ ũtũũre mĩaka mĩingĩ, na matũme ũgaacĩre.","for they will add to you length of days, years of life, and peace."
Proverbs 3:3,"Ndũkanareke wendani na wĩhokeku ikweherere; cioherere ngingo yaku, ũciandĩke kĩhengere-inĩ kĩa ngoro yaku.",Don’t let kindness and truth forsake you. Bind them around your neck. Write them on the tablet of your heart.
Proverbs 3:4,"Weka ũguo nĩũgeetĩkĩrĩka, na ũgĩe na rĩĩtwa rĩega maitho-inĩ ma Ngai o na ma andũ.","So you will find favor, and good understanding in the sight of God and man."
Proverbs 3:5,"Wĩhoke Jehova na ngoro yaku yothe, na ndũkanehoke ũmenyo waku mwene;","Trust in Yahweh with all your heart, and don’t lean on your own understanding."
Proverbs 3:6,"mũmenyithagie mĩthiĩre yaku yothe, na nĩarĩrũngaga njĩra ciaku.","In all your ways acknowledge him, and he will make your paths straight."
Proverbs 3:7,Tiga kwĩonaga ũrĩ mũũgĩ maitho-inĩ maku mwene; wĩtigĩre Jehova na ũtheemage maũndũ marĩa mooru.,"Don’t be wise in your own eyes. Fear Yahweh, and depart from evil."
Proverbs 3:8,"Ũndũ ũcio nĩũrĩkũrehagĩra ũgima wa mwĩrĩ, na mahĩndĩ maku makoragwo marĩ na hinya.","It will be health to your body, and nourishment to your bones."
Proverbs 3:9,"Tĩĩaga Jehova na ũtonga waku, ningĩ ũmũtĩĩage na maciaro mothe ma mbere ma irio ciaku cia mĩgũnda;","Honor Yahweh with your substance, with the first fruits of all your increase;"
Proverbs 3:10,"namo makũmbĩ maku nĩmakaiyũrĩrĩra, nayo mĩtũngi yaku ĩiyũrĩrĩre ndibei ya mũhihano.","so your barns will be filled with plenty, and your vats will overflow with new wine."
Proverbs 3:11,"Mũrũ wakwa, tiga kũnyarara ihũũra rĩa Jehova, na ndũgathũũre irũithia rĩake,","My son, don’t despise Yahweh’s discipline, neither be weary of his correction;"
Proverbs 3:12,"nĩgũkorwo Jehova arũithagia arĩa endete, o ta ũrĩa ithe wa mũndũ arũithagia mũriũ ũrĩa akenagĩra.","for whom Yahweh loves, he corrects, even as a father reproves the son in whom he delights."
Proverbs 3:13,"Kũrathimwo-rĩ, nĩ mũndũ ũrĩa wonete ũũgĩ, mũndũ ũcio wĩgĩĩrĩire na ũmenyo,","Happy is the man who finds wisdom, the man who gets understanding."
Proverbs 3:14,"nĩgũkorwo ũũgĩ nĩ wa bata mũno gũkĩra betha, na ũciaraga uumithio ũkĩrĩte wa thahabu.","For her good profit is better than getting silver, and her return is better than fine gold."
Proverbs 3:15,Ũũgĩ ũrĩ goro gũkĩra ruru iria ndune; kĩrĩa gĩothe ũngĩĩrirĩria gũtirĩ kĩngĩringithanio naguo.,She is more precious than rubies. None of the things you can desire are to be compared to her.
Proverbs 3:16,Guoko-inĩ gwake kwa ũrĩo harĩ ũingĩ wa matukũ; guoko-inĩ gwake kwa ũmotho harĩ na ũtonga na gĩtĩĩo.,Length of days is in her right hand. In her left hand are riches and honor.
Proverbs 3:17,"Mĩthiĩre ya ũũgĩ nĩ mĩthiĩre ya kwendeka, na njĩra ciaguo ciothe nĩ cia thayũ.",Her ways are ways of pleasantness. All her paths are peace.
Proverbs 3:18,"Ũũgĩ nĩ mũtĩ wa muoyo kũrĩ arĩa maũhĩmbagĩria; arĩa megĩagĩra naguo-rĩ, nĩmarĩrathimagwo.",She is a tree of life to those who lay hold of her. Happy is everyone who retains her.
Proverbs 3:19,"Jehova aahandire mĩthingi ya thĩ na ũũgĩ, na akĩrũmia igũrũ na ũmenyo wake;","By wisdom Yahweh founded the earth. By understanding, he established the heavens."
Proverbs 3:20,"ũmenyo wake nĩguo wagayanirie kũrĩa kũriku, namo matu magatatagia ime.","By his knowledge, the depths were broken up, and the skies drop down the dew."
Proverbs 3:21,"Mũrũ wakwa tũũria matua mega na ũkũũrani maũndũ, ndũkanareke ciehere maitho-inĩ maku;","My son, let them not depart from your eyes. Keep sound wisdom and discretion,"
Proverbs 3:22,"nĩcio igaagũtũũria muoyo, na nĩ ithaga rĩa kũgemagia ngingo yaku.","so they will be life to your soul, and grace for your neck."
Proverbs 3:23,"Ningĩ ũrĩthiiaga na njĩra yaku ũrĩ na thayũ, na kũgũrũ gwaku gũtikahĩngwo;",Then you shall walk in your way securely. Your foot won’t stumble.
Proverbs 3:24,"Wakoma-rĩ, ndũgetigĩra; wakoma-rĩ, ũrĩkomaga toro mwega.","When you lie down, you will not be afraid. Yes, you will lie down, and your sleep will be sweet."
Proverbs 3:25,"Ndũgetigĩre mwanangĩko wa narua, kana kĩhuhũkanio kĩrĩa gĩkoragĩrĩra andũ arĩa aaganu,","Don’t be afraid of sudden fear, neither of the desolation of the wicked, when it comes;"
Proverbs 3:26,"nĩgũkorwo Jehova nĩwe ũgaatuĩka mwĩhoko waku, na amenyagĩrĩre kũgũrũ gwaku gũtikanyiitwo nĩ mũtego.","for Yahweh will be your confidence, and will keep your foot from being taken."
Proverbs 3:27,"Ndũkanagirĩrĩrie ũndũ mwega ũkinyĩre arĩa maagĩrĩirwo nĩgũkinyĩrĩrwo nĩguo, rĩrĩa ũrĩ na ũhoti wa kũhingia ũndũ ũcio.","Don’t withhold good from those to whom it is due, when it is in the power of your hand to do it."
Proverbs 3:28,"Ndũkaneere mũndũ wa itũũra rĩaku atĩrĩ, “Thiĩ ũgooka rĩngĩ; kĩu ũrenda nĩngakũhe rũciũ,” o rĩrĩa ũrĩ na kĩndũ kĩu hakuhĩ.","Don’t say to your neighbor, “Go, and come again; tomorrow I will give it to you,” when you have it by you."
Proverbs 3:29,"Ndũkanaciirĩre gwĩka mũndũ wa itũũra rĩaku ũũru, ũcio ũtũũraga hakuhĩ nawe akwĩhokete.","Don’t devise evil against your neighbor, since he dwells securely by you."
Proverbs 3:30,"Ndũkanarũithie mũndũ tũhũ, rĩrĩa atarĩ ũndũ mũũru agwĩkĩte.","Don’t strive with a man without cause, if he has done you no harm."
Proverbs 3:31,"Ndũkanacumĩkĩre maũndũ ma mũndũ wa ngũĩ, kana ũthuure njĩra o na ĩmwe yake,",Don’t envy the man of violence. Choose none of his ways.
Proverbs 3:32,"nĩgũkorwo Jehova nĩathũire mũndũ mwaganu, no nĩagĩĩaga ndundu na andũ arĩa arũngĩrĩru.","For the perverse is an abomination to Yahweh, but his friendship is with the upright."
Proverbs 3:33,"Nyũmba ya arĩa aaganu ĩtũũraga na kĩrumi kĩa Jehova, no mũciĩ wa arĩa athingu nĩaũrathimaga.","Yahweh’s curse is in the house of the wicked, but he blesses the habitation of the righteous."
Proverbs 3:34,"Jehova nĩanyũrũragia andũ arĩa manyũrũranagia na mwĩtĩĩo, no arĩa menyiihagia nĩamaheaga wega wake.","Surely he mocks the mockers, but he gives grace to the humble."
Proverbs 3:35,"Andũ arĩa oogĩ magayaga gĩtĩĩo, no andũ arĩa akĩĩgu magayaga njono. 4","The wise will inherit glory, but shame will be the promotion of fools. 4"
Proverbs 4:1,"Atĩrĩrĩ, inyuĩ ariũ akwa, ta thikĩrĩriai ũrũtani wa thoguo; njiguai nĩguo mwĩgĩĩre na kũmenya maũndũ.","Listen, sons, to a father’s instruction. Pay attention and know understanding;"
Proverbs 4:2,"Tondũ ngũmũhe ũrutani mwega, nĩ ũndũ ũcio mũtigatirike ũrutani wakwa.",for I give you sound learning. Don’t forsake my law.
Proverbs 4:3,"Rĩrĩa ndaarĩ mwana nyũmba-inĩ ya baba, ndĩ o mũndũ mwĩthĩ, na ndĩ mwana wa mũmwe wa maitũ-rĩ,","For I was a son to my father, tender and an only child in the sight of my mother."
Proverbs 4:4,"baba nĩandutire, akĩnjĩĩra atĩrĩ, “Wĩgwatĩre ciugo ciakwa na ngoro yaku yothe; rũmia maathani makwa, na nĩũgũtũũra muoyo.","He taught me, and said to me: “Let your heart retain my words. Keep my commandments, and live."
Proverbs 4:5,"Gĩa na ũũgĩ, gĩa na kũmenya maũndũ; ndũkanariganĩrwo nĩ ciugo ciakwa, kana wahũke kuuma harĩ cio.","Get wisdom. Get understanding. Don’t forget, and don’t deviate from the words of my mouth."
Proverbs 4:6,"Ndũkanatirike ũũgĩ, naguo nĩũrĩkũgitagĩra;","Don’t forsake her, and she will preserve you. Love her, and she will keep you."
Proverbs 4:7,"Ũũgĩ ũkĩrĩte indo ciothe; nĩ ũndũ ũcio wĩgĩĩre na ũũgĩ. Ĩĩ, kaba kũruta indo ciaku ciothe wĩgĩĩre na kũmenya maũndũ.","Wisdom is supreme. Get wisdom. Yes, though it costs all your possessions, get understanding."
Proverbs 4:8,"Tũũgagĩria ũũgĩ mũno, naguo nĩũrĩkwambararagia; ũhĩmbagĩrie, naguo nĩũrĩgũtĩĩithagia.","Esteem her, and she will exalt you. She will bring you to honor when you embrace her."
Proverbs 4:9,"Nĩũgagwĩkĩra ithaga rĩa ũtugi mũtwe waku, na ũkũhe thũmbĩ thaka mũno.”",She will give to your head a garland of grace. She will deliver a crown of splendor to you.”
Proverbs 4:10,"Thikĩrĩria, wee mũrũ wakwa, na wĩtĩkĩre ũrĩa ngũkwĩra, nĩgeetha mĩaka ya muoyo waku ĩingĩhe.","Listen, my son, and receive my sayings. The years of your life will be many."
Proverbs 4:11,"Nguonetie njĩra ya ũũgĩ, na ngagũtongoria njĩra-inĩ iria nũngarũ.",I have taught you in the way of wisdom. I have led you in straight paths.
Proverbs 4:12,"Rĩrĩa ũgũthiĩ, makinya maku matikahĩngĩcwo; rĩrĩa ũkũhanyũka-rĩ, ndũkahĩngwo.","When you go, your steps will not be hampered. When you run, you will not stumble."
Proverbs 4:13,"Rũmia ũrutani wakwa, na ndũkanareke ũkweherere; ũgitagĩre wega, nĩgũkorwo nĩguo muoyo waku.","Take firm hold of instruction. Don’t let her go. Keep her, for she is your life."
Proverbs 4:14,"Ndũkanagerere njĩra ya andũ arĩa aaganu, kana ũthiĩre njĩra ya andũ arĩa ooru.",Don’t enter into the path of the wicked. Don’t walk in the way of evil men.
Proverbs 4:15,"Mĩĩtheemage, na ndũkanamĩgerere; mĩhutatĩre, na wĩthiĩre na njĩra yaku.","Avoid it, and don’t pass by it. Turn from it, and pass on."
Proverbs 4:16,"Nĩgũkorwo andũ arĩa aaganu matingĩkoma nginya meeke ũũru; mooragwo nĩ toro nginya matũme mũndũ ahĩngwo, agwe.","For they don’t sleep unless they do evil. Their sleep is taken away, unless they make someone fall."
Proverbs 4:17,"Marĩĩaga irio iria monete na ũmaramari, na makanyua ndibei matunyanĩte na hinya.",For they eat the bread of wickedness and drink the wine of violence.
Proverbs 4:18,"Mĩthiĩre ya andũ arĩa athingu ĩhaana ta ũtheri wa gũgĩkĩa, ũrĩa ũthiiaga ũgĩthererũkaga nginya mũthenya barigici.",But the path of the righteous is like the dawning light that shines more and more until the perfect day.
Proverbs 4:19,No mĩthiĩre ya andũ arĩa aaganu ĩhaana ta nduma ndumanu; o matimenyaga kĩrĩa kĩamahĩnga.,The way of the wicked is like darkness. They don’t know what they stumble over.
Proverbs 4:20,"Mũrũ wakwa, ta thikĩrĩria ũrĩa ngũkwĩra; tega gũtũ ũigue ciugo ciakwa.","My son, attend to my words. Turn your ear to my sayings."
Proverbs 4:21,"Ndũkanareke ciehere maitho-inĩ maku, ciigage ngoro-inĩ yaku;",Let them not depart from your eyes. Keep them in the center of your heart.
Proverbs 4:22,"nĩgũkorwo nĩcio itũũragia arĩa maciĩgwatĩire muoyo, na igekĩra mwĩrĩ wao wothe ũgima.","For they are life to those who find them, and health to their whole body."
Proverbs 4:23,"Makĩria ya macio mothe, rangagĩra ngoro yaku, nĩgũkorwo nĩyo gĩthima kĩrĩa gĩtherũkaga muoyo.","Keep your heart with all diligence, for out of it is the wellspring of life."
Proverbs 4:24,"Eheria rũnano kanua-inĩ gaku; nacio ndeto cia ũmaramari-rĩ, nĩciikare kũraya na iromo ciaku.",Put away from yourself a perverse mouth. Put corrupt lips far from you.
Proverbs 4:25,"Maitho maku nĩmarorage na mbere, ũcũthagĩrĩrie mbere yaku wega.",Let your eyes look straight ahead. Fix your gaze directly before you.
Proverbs 4:26,"Aragania njĩra iria magũrũ maku marĩthiiagĩra, na ũthiiagĩre o njĩra iria ngiindĩrĩku.",Make the path of your feet level. Let all of your ways be established.
Proverbs 4:27,Ndũkanaahũke na mwena wa ũrĩo kana wa ũmotho; eheria kũgũrũ gwaku kuuma ũũru-inĩ. 5,Don’t turn to the right hand nor to the left. Remove your foot from evil. 5
Proverbs 5:1,"Mũrũ wakwa, thikĩrĩria ũũgĩ ũyũ wakwa, tega gũtũ wega ũigue ciugo ciakwa cia ũtaũku,","My son, pay attention to my wisdom. Turn your ear to my understanding,"
Proverbs 5:2,"nĩguo ũtũũrie ũbaarĩrĩri, nayo mĩromo yaku ĩtũũrie ũmenyo.","that you may maintain discretion, that your lips may preserve knowledge."
Proverbs 5:3,"Nĩgũkorwo mĩromo ya mũtumia mũtharia itaataga ũũkĩ, na mĩario yake ĩnyorokete gũkĩra maguta;","For the lips of an adulteress drip honey. Her mouth is smoother than oil,"
Proverbs 5:4,"no marigĩrĩrio nĩmũrũrũ ta maaĩ ma nyongo, nĩ mũũgĩ ta rũhiũ rwa njora rũrĩa rũũgĩ mbarĩ cierĩ.","but in the end she is as bitter as wormwood, and as sharp as a two-edged sword."
Proverbs 5:5,Magũrũ make maikũrũkaga gĩkuũ-inĩ; makinya make mathiiaga merekeire o mbĩrĩra.,Her feet go down to death. Her steps lead straight to Sheol.†
Proverbs 5:6,"Ndeciiragia ũhoro wa njĩra ya muoyo; njĩra ciake nĩ njogomu, nowe ndooĩ ũguo.","She gives no thought to the way of life. Her ways are crooked, and she doesn’t know it."
Proverbs 5:7,"Atĩrĩrĩ, ariũ akwa, ta thikĩrĩriai; mũtikanatiganĩrie ũrĩa ngũmwĩra.","Now therefore, my sons, listen to me. Don’t depart from the words of my mouth."
Proverbs 5:8,"Thiiagĩrai njĩra ĩrĩ kũraya nake, mũtigakuhĩrĩrie mũrango wa nyũmba yake,","Remove your way far from her. Don’t come near the door of her house,"
Proverbs 5:9,"nĩguo mũtikaheane hinya wanyu mwega kũrĩ andũ angĩ, na mĩaka yanyu kũrĩ mũndũ ũtarĩ tha,","lest you give your honor to others, and your years to the cruel one;"
Proverbs 5:10,"nĩguo ageni matikehũũnie na ũtonga wanyu, na kĩrĩa ũnogeire gĩtongie mũciĩ wa mũndũ wa kũngĩ.","lest strangers feast on your wealth, and your labors enrich another man’s house."
Proverbs 5:11,"Marigĩrĩrio-inĩ ma muoyo waku nĩũgacaaya, hĩndĩ ĩrĩa nyama cia mwĩrĩ waku na mwĩrĩ waku igaakorwo ithirĩte hinya.","You will groan at your latter end, when your flesh and your body are consumed,"
Proverbs 5:12,"Ũkoiga atĩrĩ, “Hĩ, kaĩ nĩndathũũrire gũtaarwo-ĩ! Hĩ, kaĩ ngoro yakwa nĩyamenete kũrũithio-ĩ!","and say, “How I have hated instruction, and my heart despised reproof."
Proverbs 5:13,"Ndingĩathĩkĩire arutani akwa, kana thikĩrĩrie ataarani akwa.","I haven’t obeyed the voice of my teachers, nor turned my ear to those who instructed me!"
Proverbs 5:14,"Nĩnginyĩte hũgũrũrũ-inĩ cia mwanangĩko, ndĩ o gatagatĩ-inĩ ga kĩũngano gĩothe.”","I have come to the brink of utter ruin, among the gathered assembly.”"
Proverbs 5:15,"Atĩrĩrĩ, nyuuaga maaĩ ma itangi rĩaku we mwene, maaĩ marĩa mathereraga moimĩte gĩthima-inĩ gĩaku mwene.","Drink water out of your own cistern, running water out of your own well."
Proverbs 5:16,"Nĩ kwagĩrĩire ithima ciaku ciunagĩre maaĩ barabara-inĩ, kana tũrũũĩ twaku tuunagĩre ihaaro-inĩ cia mũingĩ?","Should your springs overflow in the streets, streams of water in the public squares?"
