Reference,Kikuyu,English
Mark 1:15,"akiuga atĩrĩ, “Ihinda nĩikinyu, naguo ũthamaki wa Ngai nĩũkuhĩrĩirie. Mwĩrirei mwĩtĩkie Ũhoro- ũrĩa-Mwega!”","and saying, “The time is fulfilled, and God’s Kingdom is at hand! Repent, and believe in the Good News.”"
Mark 1:16,"Na rĩrĩa Jesũ aathiiagĩra hũgũrũrũ-inĩ cia iria rĩa Galili, nĩonire Simoni na mũrũ wa nyina Anderea magĩikia neti ciao iria-inĩ, nĩgũkorwo maarĩ ategi a thamaki.","Passing along by the sea of Galilee, he saw Simon and Andrew, the brother of Simon, casting a net into the sea, for they were fishermen."
Mark 1:17,"Nake Jesũ akĩmeera atĩrĩ, “Ũkai, mũnũmĩrĩre, na nĩngamũtua ategi a andũ.”","Jesus said to them, “Come after me, and I will make you into fishers for men.”"
Mark 1:18,O rĩmwe magĩtiganĩria neti ciao makĩmũrũmĩrĩra.,"Immediately they left their nets, and followed him."
Mark 1:19,"Na aathiathia hanini, akĩona Jakubu mũrũ wa Zebedi hamwe na mũrũ wa nyina Johana marĩ gatarũ-inĩ makĩhaarĩria neti ciao.","Going on a little further from there, he saw James the son of Zebedee, and John his brother, who were also in the boat mending the nets."
Mark 1:20,"O rĩmwe akĩmeeta, nao magĩtiga ithe wao Zebedi gatarũ-inĩ hamwe na aruti ake a wĩra na makĩmũrũmĩrĩra.","Immediately he called them, and they left their father, Zebedee, in the boat with the hired servants, and went after him."
Mark 1:21,"Nao magĩthiĩ Kaperinaumu, na rĩrĩa mũthenya wa Thabatũ wakinyire, Jesũ agĩtoonya thunagogi na akĩambĩrĩria kũrutana.","They went into Capernaum, and immediately on the Sabbath day he entered into the synagogue and taught."
Mark 1:22,"Na andũ makĩgegio nĩ ũrutani wake, nĩgũkorwo aamarutaga ta mũndũ warĩ na ũhoti, no ti ta arutani a watho.","They were astonished at his teaching, for he taught them as having authority, and not as the scribes."
Mark 1:23,"Na rĩrĩ, hĩndĩ o ĩyo kũu thunagogi yao, nĩ kwarĩ na mũndũ warĩ na ngoma thũku, nake akĩanĩrĩra, akiuga atĩrĩ,","Immediately there was in their synagogue a man with an unclean spirit, and he cried out,"
Mark 1:24,"“Ũrenda atĩa na ithuĩ, wee Jesũ wa Nazarethi? Ũũkĩte gũtũniina? Nĩnjũũĩ wee nĩwe ũ! Wee nĩwe Ũrĩa-Mũtheru-wa-Ngai.”","saying, “Ha! What do we have to do with you, Jesus, you Nazarene? Have you come to destroy us? I know who you are: the Holy One of God!”"
Mark 1:25,"Nake Jesũ akĩmĩkũma na hinya, akiuga atĩrĩ, “Kira na uume thĩinĩ wake!”","Jesus rebuked him, saying, “Be quiet, and come out of him!”"
Mark 1:26,Ngoma ĩyo thũku ĩkĩmũthukathuka na hinya na ĩkiuma thĩinĩ wake ĩgĩkayaga.,"The unclean spirit, convulsing him and crying with a loud voice, came out of him."
Mark 1:27,"Andũ acio othe makĩgega mũno nginya makĩũrania atĩrĩ, “Ũndũ ũyũ nĩ ũrĩkũ? Ũyũ nĩ ũrutani mwerũ, wĩ na ũhoti! Nĩ araatha o na ngoma thũku na ikamwathĩkĩra.”","They were all amazed, so that they questioned among themselves, saying, “What is this? What can this new doctrine be? For with authority he commands even the unclean spirits, and they obey him!”"
Mark 1:28,Nayo ngumo yake ĩkĩhunja na ihenya bũrũri wothe wa Galili.,The report of him went out immediately into all the region of Galilee and its surrounding area.
Mark 1:29,"Na maarĩkia kuuma thunagogi, magĩthiĩ na Jakubu na Johana mũciĩ gwa Simoni na Anderea.","Immediately, when they had come out of the synagogue, they came into the house of Simon and Andrew, with James and John."
Mark 1:30,"Na rĩrĩ, nyina wa mũtumia wa Simoni aarĩ gĩtanda-inĩ arĩ mũrũaru mũrimũ wa kũhiũha mwĩrĩ, nao makĩĩra Jesũ ũhoro wake.","Now Simon’s wife’s mother lay sick with a fever, and immediately they told him about her."
Mark 1:31,"Nĩ ũndũ ũcio Jesũ agĩthiĩ harĩa aarĩ, akĩmũnyiita guoko akĩmũũkĩria. Mũrimũ ũcio wa kũhiũha mwĩrĩ ũkĩmũtiga na akĩambĩrĩria kũmatungatĩra.","He came and took her by the hand and raised her up. The fever left her immediately,† and she served them."
Mark 1:32,"Hwaĩ-inĩ ũcio thuutha wa riũa gũthũa, andũ makĩrehera Jesũ andũ arĩa othe maarĩ arũaru na arĩa maarĩ na ndaimono.","At evening, when the sun had set, they brought to him all who were sick and those who were possessed by demons."
Mark 1:33,"Nao andũ a itũũra othe makĩũngana hau mũrango-inĩ wa nyũmba,",All the city was gathered together at the door.
Mark 1:34,"nake Jesũ akĩhonia andũ aingĩ arĩa maarĩ na mĩrimũ mĩthemba mĩingĩ. Ningĩ akĩingata ndaimono nyingĩ, no ndetĩkĩririe ndaimono ciarie tondũ nĩciamũũĩ.","He healed many who were sick with various diseases and cast out many demons. He didn’t allow the demons to speak, because they knew him."
Mark 1:35,"Rũciinĩ kĩroko tene kũrĩ o na nduma, Jesũ agĩũkĩra akiuma nyũmba agĩthiĩ handũ keheri- inĩ, akĩhoera ho.","Early in the morning, while it was still dark, he rose up and went out, and departed into a deserted place, and prayed there."
Mark 1:36,"Nake Simoni na arĩa maarĩ nao magĩthiĩ kũmwetha,",Simon and those who were with him searched for him.
Mark 1:37,"na rĩrĩa maamuonire, makĩanĩrĩra, makĩmwĩra atĩrĩ: “Andũ othe nĩwe maracaria!”","They found him and told him, “Everyone is looking for you.”"
Mark 1:38,"Jesũ akĩmacookeria atĩrĩ, “Rekei tuume gũkũ tũthiĩ kũndũ kũngĩ, matũũra-inĩ marĩa me hakuhĩ, nĩguo hunjie o nakuo. Tondũ nĩkĩo ndokire.”","He said to them, “Let’s go elsewhere into the next towns, that I may preach there also, because I came out for this reason.”"
Mark 1:39,Nĩ ũndũ ũcio agĩthiũrũrũka Galili guothe akĩhunjagia thunagogi-inĩ ciao na akĩingataga ndaimono.,"He went into their synagogues throughout all Galilee, preaching and casting out demons."
Mark 1:40,"Na mũndũ ũmwe warĩ na mangũ agĩũka kũrĩ we na akĩmũthaitha aturĩtie maru, akĩmwĩra atĩrĩ, “Ũngĩenda-rĩ, no ũũtherie.”","A leper came to him, begging him, kneeling down to him, and saying to him, “If you want to, you can make me clean.”"
Mark 1:41,"Nake Jesũ akĩringwo nĩ tha nyingĩ, agĩtambũrũkia guoko gwake akĩhutia mũndũ ũcio. Akĩmwĩra atĩrĩ, “Nĩ ngwenda. Therio.”","Being moved with compassion, he stretched out his hand, and touched him, and said to him, “I want to. Be made clean.”"
Mark 1:42,"Na o hĩndĩ ĩyo mũndũ ũcio agĩthirwo nĩ mangũ, akĩhonio.","When he had said this, immediately the leprosy departed from him and he was made clean."
Mark 1:43,"Nake Jesũ akĩmũkaania na hinya na akĩmwĩra athiĩ,","He strictly warned him and immediately sent him out,"
Mark 1:44,"ningĩ akĩmwĩra atĩrĩ, “Menya ndũkeere mũndũ o na ũrĩkũ ũhoro ũyũ. No thiĩ ũkeyonanie kũrĩ mũthĩnjĩri-Ngai, na ũrute magongona marĩa Musa aathanĩte nĩ ũndũ wa gũtherio gwaku, ũtuĩke ũira kũrĩ o.”","and said to him, “See that you say nothing to anybody, but go show yourself to the priest and offer for your cleansing the things which Moses commanded, for a testimony to them.”"
Mark 1:45,"No handũ ha ũguo agĩthiĩ, akĩambĩrĩria kwaria na kũmemerekia ũhoro ũcio. Nĩ ũndũ ũcio Jesũ ndacookire kũhota gũtoonya itũũra thĩinĩ akĩonagwo nĩ andũ, no aikaraga na nja kũndũ gũtaarĩ andũ. No andũ no mookaga kũrĩ we moimĩte kũndũ guothe.","But he went out, and began to proclaim it much, and to spread about the matter, so that Jesus could no more openly enter into a city, but was outside in desert places. People came to him from everywhere."
Mark 2:1,"Matukũ manini maathira, Jesũ agĩcooka Kaperinaumu rĩngĩ, nao andũ makĩigua atĩ nĩoka mũciĩ.","When he entered again into Capernaum after some days, it was heard that he was at home."
Mark 2:2,"Nĩ ũndũ ũcio andũ aingĩ makĩũngana nginya hakĩaga handũ ha gũikarwo, o na nginya nja ya mũrango, nake akĩmahunjĩria ũhoro.","Immediately many were gathered together, so that there was no more room, not even around the door; and he spoke the word to them."
Mark 2:3,"Nĩhookire andũ, makĩmũrehera mũndũ warũarĩte mũrimũ wa gũkua ciĩga, akuuĩtwo nĩ andũ ana.","Four people came, carrying a paralytic to him."
Mark 2:4,"Na tondũ matingĩahotire kũmũkinyia harĩa Jesũ aarĩ nĩ ũndũ wa ũingĩ wa andũ-rĩ, magĩtharũria nyũmba igũrũ wa hau Jesũ aarĩ na maarĩkia kũhatharia, makĩharũrũkia mũndũ ũcio wakuĩte ciĩga arĩ kĩbarĩ-inĩ kĩu aakomeire.","When they could not come near to him for the crowd, they removed the roof where he was. When they had broken it up, they let down the mat that the paralytic was lying on."
Mark 2:5,"Rĩrĩa Jesũ oonire wĩtĩkio wao, akĩĩra mũndũ ũcio wakuĩte ciĩga atĩrĩ, “Mũriũ, nĩwarekerwo mehia maku.”","Jesus, seeing their faith, said to the paralytic, “Son, your sins are forgiven you.”"
Mark 2:6,"Na rĩrĩ, arutani amwe a watho maarĩ ho, nao makĩĩyũria na ngoro atĩrĩ,","But there were some of the scribes sitting there and reasoning in their hearts,"
Mark 2:7,“Mũndũ ũyũ ekwaria ũguo nĩkĩ? Nĩ araruma Ngai! Nũũ ũngĩ ũngĩhota kũrekanĩra mehia tiga Ngai wiki?”,“Why does this man speak blasphemies like that? Who can forgive sins but God alone?”
Mark 2:8,"O rĩmwe Jesũ akĩmenya thĩinĩ wa roho wake atĩ ũguo nĩguo meciiragia ngoro-inĩ ciao, nake akĩmooria atĩrĩ, “Nĩ kĩĩ gĩgũtũma mwĩciirie maũndũ macio ngoro-inĩ cianyu?","Immediately Jesus, perceiving in his spirit that they so reasoned within themselves, said to them, “Why do you reason these things in your hearts?"
Mark 2:9,"Nĩ ũndũ ũrĩkũ mũhũthũ: kwĩramũndũ ũyũ ũkuĩte ciĩga atĩrĩ, ‘Nĩ warekerwomehia maku,’ kana kũmwĩraatĩrĩ, ‘Ũkĩra woe kĩbarĩ gĩaku wĩtware’?","Which is easier, to tell the paralytic, ‘Your sins are forgiven;’ or to say, ‘Arise, and take up your bed, and walk’?"
Mark 2:10,"No nĩgeetha mũmenye atĩ Mũrũ wa Mũndũ arĩ na ũhoti gũkũ thĩ wa kũrekanĩra mehia-rĩ … .” Akĩĩra mũndũ ũcio wakuĩte ciĩga atĩrĩ,",But that you may know that the Son of Man has authority on earth to forgive sins”—he said to the paralytic—
Mark 2:11,"“Ndakwĩra atĩrĩ, ũkĩra, oya kĩbarĩ gĩaku ũinũke mũciĩ.”","“I tell you, arise, take up your mat, and go to your house.”"
Mark 2:12,"Nake agĩũkĩra, akĩoya kĩbarĩ gĩake, agĩĩthiĩra andũ othe mamwĩroreire. Ũndũ ũcio ũgĩtũma andũ othe magege, nao makĩgooca Ngai, makiuga atĩrĩ, “Kaĩ tũtirĩ tuona ũndũ ta ũyũ-ĩ!”","He arose, and immediately took up the mat and went out in front of them all, so that they were all amazed and glorified God, saying, “We never saw anything like this!”"
Mark 2:13,"O rĩngĩ Jesũ nĩoimagarire agĩthiĩ hũgũrũrũ-inĩ cia iria; nakĩo kĩrĩndĩ kĩnene gĩgĩũka kũrĩ we, nake akĩambĩrĩria gũkĩruta ũhoro.","He went out again by the seaside. All the multitude came to him, and he taught them."
Mark 2:14,"Na hĩndĩ ĩrĩa aahĩtũkaga, akĩona Lawi mũrũ wa Alufayo aikarĩte harĩa heetagĩrio mbeeca cia igooti. Jesũ akĩmwĩra atĩrĩ, “Nũmĩrĩra,” nake Lawi agĩũkĩra akĩmũrũmĩrĩra.","As he passed by, he saw Levi the son of Alphaeus sitting at the tax office. He said to him, “Follow me.” And he arose and followed him."
Mark 2:15,"Na rĩrĩa Jesũ aarĩĩaga irio cia hwaĩ-inĩ nyũmba kwa Lawi, etia mbeeca cia igooti aingĩ na ehia nĩmarĩĩanĩire nake na arutwo ake, tondũ maarĩ aingĩ nĩmamũrũmĩrĩire.","He was reclining at the table in his house, and many tax collectors and sinners sat down with Jesus and his disciples, for there were many, and they followed him."
Mark 2:16,"Rĩrĩa arutani a watho arĩa maarĩ Afarisai moonire akĩrĩĩanĩra na andũ ehia na etia mbeeca cia igooti, makĩũria arutwo ake atĩrĩ, “Arĩĩanagĩra na etia mbeeca cia igooti na ehia nĩkĩ?”","The scribes and the Pharisees, when they saw that he was eating with the sinners and tax collectors, said to his disciples, “Why is it that he eats and drinks with tax collectors and sinners?”"
Mark 2:17,"Nake Jesũ aigua ũguo akĩmeera atĩrĩ, “Andũ arĩa agima mĩĩrĩ ti o mabataragio nĩ ndagĩtarĩ, no nĩ arĩa arũaru. Ndiokire gwĩta andũ arĩa athingu, no nĩ arĩa ehia.”","When Jesus heard it, he said to them, “Those who are healthy have no need for a physician, but those who are sick. I came not to call the righteous, but sinners to repentance.”"
Mark 2:18,"Na rĩrĩ, arutwo a Johana na Afarisai nĩmehingĩte kũrĩa irio. Andũ amwe magĩũka makĩũria Jesũ atĩrĩ, “Nĩkĩ gĩtũmaga arutwo a Johana na arutwo a Afarisai mehinge kũrĩa irio, no arutwo aku matiĩhingaga?”","John’s disciples and the Pharisees were fasting, and they came and asked him, “Why do John’s disciples and the disciples of the Pharisees fast, but your disciples don’t fast?”"
Mark 2:19,"Nake Jesũ akĩmacookeria atĩrĩ, “Ageni a mũhikania mangĩĩhinga kũrĩa irio atĩa rĩrĩa arĩ hamwe nao? Matingĩhinga rĩrĩa rĩothe marĩ hamwe nake.","Jesus said to them, “Can the groomsmen fast while the bridegroom is with them? As long as they have the bridegroom with them, they can’t fast."
Mark 2:20,"No ihinda nĩrĩgakinya rĩrĩa mũhikania akeeherio kuuma kũrĩ o, na hĩndĩ ĩyo nĩmakehinga kũrĩa irio.”","But the days will come when the bridegroom will be taken away from them, and then they will fast in that day."
Mark 2:21,"“Gũtirĩ mũndũ wĩkagĩra nguo ngũrũ kĩraka kĩerũ. Angĩĩka ũguo, kĩraka kĩu kĩerũ no kĩguucie nguo ĩyo ngũrũ, nakĩo gĩtũme hau hatarũku hatũrĩke makĩria.","No one sews a piece of unshrunk cloth on an old garment, or else the patch shrinks and the new tears away from the old, and a worse hole is made."
Mark 2:22,"Ningĩ gũtirĩ mũndũ wĩkĩraga ndibei ya mũhihano mondo-inĩ ngũrũ. Angĩĩka ũguo, ndibei ĩyo no ĩtarũre mondo icio, nayo ndibei ĩyo ĩitĩke, nacio mondo ithũke. No rĩrĩ, ndibei ya mũhihano ĩĩkĩragwo thĩinĩ wa mondo njerũ.”","No one puts new wine into old wineskins; or else the new wine will burst the skins, and the wine pours out, and the skins will be destroyed; but they put new wine into fresh wineskins.”"
Mark 2:23,"Na mũthenya ũmwe warĩ wa Thabatũ-rĩ, Jesũ nĩatuĩkanĩirie mĩgũnda-inĩ ya ngano. Na rĩrĩa aathiiaga arĩ hamwe na arutwo ake, arutwo makĩambĩrĩria gũtua ngira cia ngano.","He was going on the Sabbath day through the grain fields; and his disciples began, as they went, to pluck the ears of grain."
Mark 2:24,"Nao Afarisai makĩmwĩra atĩrĩ, “Ta rora, nĩ kĩĩ kĩratũma arutwo aku meke ũrĩa watho ũtetĩkĩrĩtie mũthenya wa Thabatũ?”","The Pharisees said to him, “Behold, why do they do that which is not lawful on the Sabbath day?”"
Mark 2:25,"Nake akĩmacookeria atĩrĩ, “Kaĩ mũtarĩ mwathoma ũrĩa Daudi we mwene na arĩa maarĩ nake meekire rĩrĩa maarĩ ahũtu na makabatario nĩ gĩa kũrĩa?","He said to them, “Did you never read what David did when he had need and was hungry—he, and those who were with him?"
Mark 2:26,"Aatoonyire nyũmba ya Ngai rĩrĩa Abiatharu aarĩ mũthĩnjĩri-Ngai ũrĩa mũnene, akĩrĩa mĩgate ĩrĩa yamũrĩirwo Ngai, o ĩrĩa yetĩkĩrĩtio kũrĩĩagwo nĩ athĩnjĩri-Ngai oiki. Na agĩcooka akĩhe arĩa maarĩ nake ĩmwe yayo.”","How he entered into God’s house at the time of Abiathar the high priest, and ate the show bread, which is not lawful to eat except for the priests, and gave also to those who were with him?”"
Mark 2:27,"Ningĩ akĩmeera atĩrĩ, “Mũthenya wa Thabatũ wekĩrirwo ho nĩ ũndũ wa mũndũ, no mũndũ ndombirwo nĩ ũndũ wa Thabatũ.","He said to them, “The Sabbath was made for man, not man for the Sabbath."
Mark 2:28,"Nĩ ũndũ ũcio, Mũrũ wa Mũndũ nĩ Mwathani o na wa mũthenya wa Thabatũ.”",Therefore the Son of Man is lord even of the Sabbath.”
Mark 3:1,"Ningĩ nĩatoonyire thunagogi rĩngĩ, na thĩinĩ nĩ kwarĩ na mũndũ wonjete guoko.","He entered again into the synagogue, and there was a man there whose hand was withered."
Mark 3:2,"Andũ amwe ao nĩmacaragia ũndũ mangĩthitangĩra Jesũ, nĩ ũndũ ũcio makĩmũrora mũno mone kana nĩekũhonia mũndũ ũcio mũthenya wa Thabatũ.","They watched him, whether he would heal him on the Sabbath day, that they might accuse him."
Mark 3:3,"Nake Jesũ akĩĩra mũndũ ũcio warĩ mwonju guoko atĩrĩ, “Rũgama haha mbere ya andũ othe.”","He said to the man whose hand was withered, “Stand up.”"
Mark 3:4,"Ningĩ Jesũ akĩmooria atĩrĩ, “Nĩ ũndũ ũrĩkũ mwĩtĩkĩrie nĩ watho mũthenya wa Thabatũ; nĩ gwĩka wega kana nĩ gwĩka ũũru, nĩ kũhonokia muoyo kana nĩ kũũraga?” No-o magĩkira ki.","He said to them, “Is it lawful on the Sabbath day to do good or to do harm? To save a life or to kill?” But they were silent."
Mark 3:5,"Akĩmarora arakaire, na aiguĩte ũũru nĩ ũndũ wa ũremi wa ngoro ciao, akĩĩra mũndũ ũcio atĩrĩ, “Tambũrũkia guoko gwaku.” Nake agĩgũtambũrũkia, nakuo guoko gũkĩhona biũ.","When he had looked around at them with anger, being grieved at the hardening of their hearts, he said to the man, “Stretch out your hand.” He stretched it out, and his hand was restored as healthy as the other."
Mark 3:6,Hĩndĩ ĩyo Afarisai makiumagara na makĩambĩrĩria gũthugunda me hamwe na Aherodia ũrĩa mangĩũraga Jesũ.,"The Pharisees went out, and immediately conspired with the Herodians against him, how they might destroy him."
Mark 3:7,"Nake Jesũ na arutwo ake makiuma kũu magĩthiĩ iria-inĩ, nakĩo gĩkundi kĩnene kĩa andũ kuuma Galili gĩkĩmũrũmĩrĩra.","Jesus withdrew to the sea with his disciples; and a great multitude followed him from Galilee, from Judea,"
Mark 3:8,"Na rĩrĩa maiguire ũrĩa wothe eekaga, andũ aingĩ magĩũka kũrĩ we moimĩte Judea, na Jerusalemu na Idumea o na mũrĩmo ũrĩa ũngĩ wa Jorodani, o na kuuma kũrĩa gwakuhĩrĩirie Turo na Sidoni.","from Jerusalem, from Idumaea, beyond the Jordan, and those from around Tyre and Sidon. A great multitude, hearing what great things he did, came to him."
Mark 3:9,"Na tondũ wa gĩkundi kĩu, akĩĩra arutwo ake mamũhaarĩrĩrie gatarũ nĩguo gĩkundi kĩu gĩtige kũmũhatĩka.","He spoke to his disciples that a little boat should stay near him because of the crowd, so that they wouldn’t press on him."
Mark 3:10,"Nĩgũkorwo nĩahonetie andũ aingĩ, nĩ ũndũ ũcio arĩa maarĩ na mĩrimũ nĩmatindĩkanaga nĩguo mamũhutie.","For he had healed many, so that as many as had diseases pressed on him that they might touch him."
Mark 3:11,"Na rĩrĩa rĩothe ngoma thũku ciamuonaga, ciegũithagia thĩ mbere yake, igakaya ikiugaga atĩrĩ, “Wee nĩwe Mũrũ wa Ngai.”","The unclean spirits, whenever they saw him, fell down before him and cried, “You are the Son of God!”"
Mark 3:12,Nowe agĩcikaania na hinya mũno itikoige we nĩwe ũ.,He sternly warned them that they should not make him known.
Mark 3:13,"Jesũ agĩcooka akĩambata kĩrĩma-inĩ na agĩĩta arĩa eyendeire, nao magĩũka harĩ we.","He went up into the mountain and called to himself those whom he wanted, and they went to him."
Mark 3:14,"Akĩamũra ikũmi na eerĩ, akĩmatua atũmwo, nĩgeetha makoragwo nake, na nĩguo amatũmage makahunjie,","He appointed twelve, that they might be with him, and that he might send them out to preach"
Mark 3:15,na magĩe na ũhoti wa kũingata ndaimono.,and to have authority to heal sicknesses and to cast out demons:
Mark 3:16,Andũ acio ikũmi na eerĩ aathuurire nĩ Simoni (ũrĩa aatuire Petero);,Simon (to whom he gave the name Peter);
Mark 3:17,"na Jakubu wa Zebedi na mũrũ wa nyina Johana (nao acio akĩmatua Boanerigesi, ũguo nĩ kuuga Ariũ a Marurumĩ);","James the son of Zebedee; and John, the brother of James, (whom he called Boanerges, which means, Sons of Thunder);"
Mark 3:18,"na Anderea, na Filipu na Baritholomayo, na Mathayo, na Toma, na Jakubu wa Alufayo na Thadayo, na Simoni ũrĩa Mũzelote","Andrew; Philip; Bartholomew; Matthew; Thomas; James, the son of Alphaeus; Thaddaeus; Simon the Zealot;"
Mark 3:19,"na Judasi Mũisikariota, ũrĩa wamũkunyanĩire.","and Judas Iscariot, who also betrayed him. Then he came into a house."
Mark 3:20,"Ningĩ Jesũ agĩtoonya nyũmba, na o rĩngĩ kĩrĩndĩ gĩkĩũngana o nginya we na arutwo ake makĩremwo nĩ kũrĩa irio.","The multitude came together again, so that they could not so much as eat bread."
Mark 3:21,"Rĩrĩa andũ ao maiguire ũhoro ũcio, magĩthiĩ kũmũnyiita, nĩgũkorwo moigire atĩrĩ, “Nĩagũrũkĩte.”","When his friends heard it, they went out to seize him; for they said, “He is insane.”"
Mark 3:22,"Nao arutani a watho arĩa maikũrũkĩte kuuma Jerusalemu makiuga atĩrĩ, “Aiyũrĩtwo nĩ Beelize- buli! Araingata ndaimono na hinya wa mũnene wa ndaimono.”","The scribes who came down from Jerusalem said, “He has Beelzebul,” and, “By the prince of the demons he casts out the demons.”"
Mark 3:23,"Nĩ ũndũ ũcio Jesũ akĩmeeta, na akĩmarĩria na ngerekano, akĩmeera atĩrĩ: “Shaitani angĩhota atĩa kũingata Shaitani?","He summoned them and said to them in parables, “How can Satan cast out Satan?"
Mark 3:24,"Ũthamaki ũngĩamũkana guo mwene, ũthamaki ũcio ndũngĩtũũra.","If a kingdom is divided against itself, that kingdom cannot stand."
Mark 3:25,"Nyũmba ĩngĩamũkana na andũ ayo mokanĩrĩre, nyũmba ĩyo ndĩngĩtũũra.","If a house is divided against itself, that house cannot stand."
Mark 3:26,"Nake Shaitani angĩĩyũkĩrĩra we mwene na aamũkane-rĩ, ndangĩtũũra; nĩ gũthira egũthira.","If Satan has risen up against himself, and is divided, he can’t stand, but has an end."
Mark 3:27,"Na gũtirĩ mũndũ ũngĩhota gũtoonya nyũmba ya mũndũ njamba na amũtunye indo ciake, tiga ambire kuoha mũndũ ũcio njamba. Hĩndĩ ĩyo no rĩo angĩhota kũmũtunya indo cia nyũmba yake.",But no one can enter into the house of the strong man to plunder unless he first binds the strong man; then he will plunder his house.
Mark 3:28,"Ndamwĩra atĩrĩ na ma, andũ nĩmakarekerwo mehia mao mothe o na irumi ciao ciothe iria magaakorwo marumĩte Ngai nacio.","“Most certainly I tell you, all sins of the descendants of man will be forgiven, including their blasphemies with which they may blaspheme;"
Mark 3:29,"No ũrĩa wothe ũkaaruma Roho Mũtheru ndarĩ hĩndĩ akarekerwo, nĩehĩtie rĩĩhia rĩa gũtũũra tene na tene.”","but whoever may blaspheme against the Holy Spirit never has forgiveness, but is subject to eternal condemnation.”†"
Mark 3:30,"Oigire ũguo tondũ moigaga atĩrĩ, “Arĩ na ngoma thũku.”","—because they said, “He has an unclean spirit.”"
Mark 3:31,"Hĩndĩ ĩyo, nyina wa Jesũ na ariũ a nyina na Jesũ magĩũka. Makĩrũgama nja, magĩtũma mũndũ atoonye akamwĩte.","His mother and his brothers came, and standing outside, they sent to him, calling him."
