Reference,Kikuyu,English
1 Corinthians 1:11,"Tondũ rĩĩrĩ ariũ na aarĩ a Ithe witũ, nĩmenyithĩtio nĩ andũ amwe a kuuma nyũmba ya Kiloe atĩ nĩ kũrĩ na ngũĩ gatagatĩ- inĩ kanyu.","For it has been reported to me concerning you, my brothers, by those who are from Chloe’s household, that there are contentions among you."
1 Corinthians 1:12,"Ũrĩa ndĩroiga nĩ atĩrĩ: Ũmwe wanyu oigaga atĩ, “Niĩ nũmagĩrĩra Paũlũ”; ũngĩ akoiga atĩ, “Niĩ nũmagĩrĩra Apolo”; nake ũngĩ akoiga atĩ, “Niĩ nũmagĩrĩra Kefa”; o na ningĩ ũngĩ akoiga atĩ, “Niĩ nũmagĩrĩra Kristũ.”","Now I mean this, that each one of you says, “I follow Paul,” “I follow Apollos,” “I follow Cephas,” and, “I follow Christ.”"
1 Corinthians 1:13,"Kaĩ Kristũ agayanĩtio? Paũlũ-rĩ, nĩwe waambirwo mũtĩ igũrũ nĩ ũndũ wanyu? Mwabatithirio thĩinĩ wa rĩĩtwa rĩa Paũlũ?",Is Christ divided? Was Paul crucified for you? Or were you baptized into the name of Paul?
1 Corinthians 1:14,"Nĩngũcookia ngaatho nĩ ũndũ gũtirĩ o na ũmwe wanyu niĩ ndaabatithirie, o tiga Kirisipo na Gayo.","I thank God that I baptized none of you except Crispus and Gaius,"
1 Corinthians 1:15,Nĩ ũndũ ũcio gũtirĩ mũndũ o na ũmwe ũngiuga atĩ mwabatithirio thĩinĩ wa rĩĩtwa rĩakwa.,so that no one should say that I had baptized you into my own name.
1 Corinthians 1:16,"Ĩĩ, o na ningĩ nĩndabatithirie andũ a nyũmba ya Stefana; no tiga acio, ndingĩririkana kana nĩ kũrĩ mũndũ ũngĩ ndaabatithirie.","(I also baptized the household of Stephanas; besides them, I don’t know whether I baptized any other.)"
1 Corinthians 1:17,"Nĩ gũkorwo Kristũ ndaandũmire ngabatithanie, no aandũmire ngahunjie Ũhoro-ũrĩa-Mwega, no ti ndĩũheane na ũũgĩ wa mũndũ, nĩgeetha mũtharaba wa Kristũ ndũkae kwagithio kĩene.","For Christ sent me not to baptize, but to preach the Good News—not in wisdom of words, so that the cross of Christ wouldn’t be made void."
1 Corinthians 1:18,"Nĩgũkorwo ndũmĩrĩri ya mũtharaba nĩ ũrimũ kũrĩ arĩa maroora, no kũrĩ ithuĩ arĩa tũrahonokio- rĩ, ũndũ ũcio nĩ hinya wa Ngai.","For the word of the cross is foolishness to those who are dying, but to us who are being saved it is the power of God."
1 Corinthians 1:19,Nĩgũkorwo kwandĩkĩtwo atĩrĩ: “Ũũgĩ wa andũ arĩa oogĩ nĩkũniina ngaaũniina; naguo ũmenyo wa andũ arĩa imenyi ndĩkĩũtue wa tũhũ.”,"For it is written, “I will destroy the wisdom of the wise. I will bring the discernment of the discerning to nothing.”*"
1 Corinthians 1:20,"Mũndũ ũrĩa mũũgĩ-rĩ, akĩrĩ kũ? Mũndũ ũrĩa mũthomu-rĩ, akĩrĩ kũ? Arĩ ha mũciiri ũrĩa ũũĩ gũciira maũndũ ma mahinda maya tũrĩ? Githĩ Ngai ndatuĩte ũũgĩ wa thĩ ĩno ũrimũ?",Where is the wise? Where is the scribe? Where is the debater of this age? Hasn’t God made foolish the wisdom of this world?
1 Corinthians 1:21,"Nĩgũkorwo Ngai na ũndũ wa ũũgĩ wake nĩonire atĩ andũ a thĩ ĩno na ũũgĩ wao matikaamũmenya, akĩona kwagĩrĩire ahũthĩre maũndũ ma ũrimũ marĩa tũhunjagia nĩgeetha ahonokie arĩa mamwĩtĩkagia.","For seeing that in the wisdom of God, the world through its wisdom didn’t know God, it was God’s good pleasure through the foolishness of the preaching to save those who believe."
1 Corinthians 1:22,"Ayahudi metagia ciama, nao Ayunani macaragia ũũgĩ,","For Jews ask for signs, Greeks seek after wisdom,"
1 Corinthians 1:23,"no ithuĩ tũhunjagia ũhoro wa Kristũ arĩ mwambe mũtĩ igũrũ: maũndũ macio nĩ mũhĩnga kũrĩ Ayahudi na ũrimũ kũrĩ andũ-a-Ndũrĩrĩ,","but we preach Christ crucified, a stumbling block to Jews and foolishness to Greeks,"
1 Corinthians 1:24,"no kũrĩ arĩa Ngai etĩte, Ayahudi o na Ayunani, Kristũ nĩwe hinya wa Ngai na ũũgĩ wa Ngai.","but to those who are called, both Jews and Greeks, Christ is the power of God and the wisdom of God;"
1 Corinthians 1:25,"Nĩgũkorwo ũrimũ wa Ngai nĩ mũũgĩ gũkĩra ũũgĩ wa mũndũ, naguo ũhũthũ wa Ngai nĩ mũritũ gũkĩra hinya wa mũndũ.","because the foolishness of God is wiser than men, and the weakness of God is stronger than men."
1 Corinthians 1:26,"Ariũ na aarĩ a Ithe witũ, ta gĩciiriei ũrĩa mwatariĩ rĩrĩa mwetirwo. Ti aingĩ anyu oogĩ na ũũgĩ wa andũ a gũkũ thĩ; na ti aingĩ mangĩaguucĩrĩirie andũ; o na ti aingĩ maciarĩirwo mĩciĩ ĩrĩa ĩrĩ igweta.","For you see your calling, brothers, that not many are wise according to the flesh, not many mighty, and not many noble;"
1 Corinthians 1:27,NoNgaiaathuuriremaũndũmarĩamaũrimũmathĩĩnonĩguoaconorithieandũarĩaoogĩ; ningĩNgai aathuurire maũndũ marĩa matarĩ hinya ma thĩ ĩno nĩguo aconorithie arĩa marĩ hinya.,but God chose the foolish things of the world that he might put to shame those who are wise. God chose the weak things of the world that he might put to shame the things that are strong.
1 Corinthians 1:28,"Agĩthuura maũndũ marĩa mahũthũ ma thĩ ĩno, na marĩa matarĩ ma gũtĩĩka, o gwata marĩa matarĩ maũndũ kũrĩ, nĩgeetha amaagithie bata,","God chose the lowly things of the world, and the things that are despised, and the things that don’t exist, that he might bring to nothing the things that exist,"
1 Corinthians 1:29,nĩgeetha mũndũ o na ũ ndakanetĩĩe mbere ya Ngai.,that no flesh should boast before God.
1 Corinthians 1:30,"No rĩrĩ, nĩwe ũtũmĩte mũkorwo mũrĩ thĩinĩ wa Kristũ Jesũ, ũrĩa ũtuĩkĩte ũũgĩ uumĩte kũrĩ Ngai nĩ ũndũ witũ, ũguo nĩ kuuga, ũthingu witũ, na ũtheru, na gũkũũrwo.","Because of him, you are in Christ Jesus, who was made to us wisdom from God, and righteousness and sanctification, and redemption,"
1 Corinthians 1:31,"Nĩ ũndũ ũcio, o ta ũrĩa kwandĩkĩtwo atĩrĩ: “Mũndũ ũrĩa ũkwĩraha, nĩerahage nĩ ũndũ wa Mwathani.”","that, as it is written, “He who boasts, let him boast in the Lord.”*"
1 Corinthians 2:1,"Hĩndĩ ĩrĩa ndookire kũrĩ inyuĩ, ngĩmũhunjĩria ũira wa hitho ya ũhoro wa Ngai, ariũ na aarĩ a Ithe witũ, ndiamwarĩirie na mĩario ya kanua kega kana ũũgĩ mũnene.","When I came to you, brothers, I didn’t come with excellence of speech or of wisdom, proclaiming to you the testimony of God."
1 Corinthians 2:2,"Nĩgũkorwo nĩndatuĩte itua ndirĩ ũndũ ũngĩ ngwenda kũmenya, rĩrĩa rĩothe ndaarĩ na inyuĩ, o tiga ũhoro wa Jesũ Kristũ na kwambwo gwake mũtĩ-igũrũ.",For I determined not to know anything among you except Jesus Christ and him crucified.
1 Corinthians 2:3,"Ndookire kũrĩ inyuĩ itarĩ na hinya, na ndĩ na guoya, o na ngĩinainaga mũno.","I was with you in weakness, in fear, and in much trembling."
1 Corinthians 2:4,"Ndũmĩrĩri yakwa na kũhunjia gwakwa itiarĩ na ciugo cia kũguucanĩrĩria na ũũgĩ, no nĩcionanagia hinya wa Roho,","My speech and my preaching were not in persuasive words of human wisdom, but in demonstration of the Spirit and of power,"
1 Corinthians 2:5,"nĩguo wĩtĩkio wanyu ndũgakorwo ũtiirĩrĩirwo nĩ ũũgĩ wa andũ, o tiga hinya wa Ngai.","that your faith wouldn’t stand in the wisdom of men, but in the power of God."
1 Corinthians 2:6,"No ningĩ ithuĩ-rĩ, tũrĩ gatagatĩ-inĩ ka andũ arĩa agima twaragia ũhoro wa ndũmĩrĩri ya ũũgĩ, no tũtiaragia ũhoro wa ũũgĩ wa mahinda maya, kana wa aathani a mahinda maya arĩa matarĩ kũrĩa merekeire.","We speak wisdom, however, among those who are full grown, yet a wisdom not of this world nor of the rulers of this world who are coming to nothing."
1 Corinthians 2:7,"No ithuĩ-rĩ, twaragia ũhoro wa ũũgĩ wa Ngai ũrĩa wa hitho, ũũgĩ ũrĩa watũire ũrĩ mũhithe, o ũrĩa Ngai aathĩrĩire o mbere ya kũũmba thĩ nĩ ũndũ wa riiri witũ.","But we speak God’s wisdom in a mystery, the wisdom that has been hidden, which God foreordained before the worlds for our glory,"
1 Corinthians 2:8,"Gũtirĩ o na ũmwe wa anene a mahinda maya wamenyire ũhoro ũcio, nĩgũkorwo mangĩaũmenyete-rĩ, matingĩaambire Mwathani wa riiri.","which none of the rulers of this world has known. For had they known it, they wouldn’t have crucified the Lord of glory."
1 Corinthians 2:9,"Nĩgũkorwo no ta ũrĩa kwandĩkĩtwo atĩrĩ: “Maũndũ marĩa matarĩ monwo na maitho, na matarĩ maiguuo na matũ, o na matarĩ maatoonya ngoro ya mũndũ, nĩmo Ngai athondekeire andũ arĩa mamwendete”:","But as it is written, “Things which an eye didn’t see, and an ear didn’t hear, which didn’t enter into the heart of man, these God has prepared for those who love him.”*"
1 Corinthians 2:10,"no Ngai nĩatũguũrĩirie maũndũ macio na ũndũ wa Roho wake. Roho nĩathuthuuragia maũndũ mothe, o na maũndũ ma Ngai marĩa marikĩru mũno.","But to us, God revealed them through the Spirit. For the Spirit searches all things, yes, the deep things of God."
1 Corinthians 2:11,"Tondũ- rĩ, nũũ ũũĩ meciiria ma mũndũ, tiga o roho wa mũndũ ũrĩa ũrĩ thĩinĩ wake? O ta ũguo-rĩ, gũtirĩ mũndũ ũũĩ meciiria ma Ngai, o tiga Roho wa Ngai.","For who among men knows the things of a man except the spirit of the man which is in him? Even so, no one knows the things of God except God’s Spirit."
1 Corinthians 2:12,"Tũtiamũkĩrĩte roho wa thĩ ĩno, no tũheetwo Roho ũrĩa uumĩte kũrĩ Ngai, nĩguo tũmenyage iheo iria Ngai atũheete o ũguo tũhũ.","But we received not the spirit of the world, but the Spirit which is from God, that we might know the things that were freely given to us by God."
1 Corinthians 2:13,"Maũndũ macio nĩmo twaragia, no tũtimaaragia na ciugo iria tũrutĩtwo na ũũgĩ wa mũndũ, no nĩ na ciugo iria tũrutagwo nĩ Roho, tũgataarĩria ũhoro wa ma wa kĩĩroho na ciugo cia kĩĩroho.","We also speak these things, not in words which man’s wisdom teaches but which the Holy Spirit teaches, comparing spiritual things with spiritual things."
1 Corinthians 2:14,"Mũndũ ũtarĩ na Roho ndetĩkagĩra maũndũ marĩa moimaga kũrĩ Roho wa Ngai, tondũ maũndũ macio nĩ ũrimũ kũrĩ we, na ndangĩmamenya, tondũ makũũrĩkanaga na njĩra ya kĩĩroho.","Now the natural man doesn’t receive the things of God’s Spirit, for they are foolishness to him; and he can’t know them, because they are spiritually discerned."
1 Corinthians 2:15,"Mũndũ wa kĩĩroho nĩakũũranaga maũndũ mothe, nowe mwene gũtirĩ mũndũ ũngĩmũtuĩra:","But he who is spiritual discerns all things, and he himself is to be judged by no one."
1 Corinthians 2:16,"“Nĩ ũndũ-rĩ, nũũ ũngĩmenya meciiria ma Mwathani, nĩguo akĩmũtaare?” No ithuĩ tũrĩ na meciiria ma Kristũ.",“For who has known the mind of the Lord that he should instruct him?”* But we have Christ’s mind.
1 Corinthians 3:1,"Ariũ na aarĩ a Ithe witũ, ndingĩahotire kũmwarĩria ta mũrĩ andũ a kĩĩroho, no ndaamwarĩirie ta mũrĩ andũ a thĩ, o ta twana tũnini thĩinĩ wa Kristũ.","Brothers, I couldn’t speak to you as to spiritual, but as to fleshly, as to babies in Christ."
1 Corinthians 3:2,"Ndaamũheire iria, no ti irio nyũmũ ndaamũheire, nĩgũkorwo mũtiakinyĩte a gũcirĩa. Ti-itherũ o na rĩu mũtikinyĩte a gũcirĩa.","I fed you with milk, not with solid food, for you weren’t yet ready. Indeed, you aren’t ready even now,"
1 Corinthians 3:3,"O na rĩu mũrĩ andũ a thĩ. Kuona atĩ kũrĩ na ũiru na ngũĩ thĩinĩ wanyu-rĩ, githĩ mũtikĩrĩ andũ a thĩ? Githĩ mũtiragĩĩka o ta ũrĩa andũ a ndũire mekaga?","for you are still fleshly. For insofar as there is jealousy, strife, and factions among you, aren’t you fleshly, and don’t you walk in the ways of men?"
1 Corinthians 3:4,"Nĩ ũndũ-rĩ, rĩrĩa mũndũ ũmwe ekuuga atĩrĩ, “Niĩ nũmagĩrĩra Paũlũ,” nake ũrĩa ũngĩ akoiga atĩrĩ, “Niĩ nũmagĩrĩra Apolo,” githĩ mũtikĩrĩ o andũ a ndũire?","For when one says, “I follow Paul,” and another, “I follow Apollos,” aren’t you fleshly?"
1 Corinthians 3:5,"Kaĩ Apolo akĩrĩ ũ? Nake Paũlũ akĩrĩ ũ? Acio maarĩ o ndungata, iria ciatũmire mwĩtĩkie, o ta ũrĩa Mwathani aagaĩire o mũndũ wĩra wake.","Who then is Apollos, and who is Paul, but servants through whom you believed, and each as the Lord gave to him?"
1 Corinthians 3:6,"Niĩ nĩ mbeũ ndahaandire, nake Apolo agĩciitĩrĩria maaĩ, no nĩ Ngai watũmire ikũre.",I planted. Apollos watered. But God gave the increase.
1 Corinthians 3:7,"Nĩ ũndũ ũcio ti mũndũ ũrĩa ũhaandaga kana ũrĩa ũitagĩrĩria maaĩ ũrĩ bata, no ũrĩa ũrĩ bata nĩ Ngai, ũrĩa ũtũmaga ikũre.","So then neither he who plants is anything, nor he who waters, but God who gives the increase."
1 Corinthians 3:8,"Mũndũ ũrĩa ũhaandaga na mũndũ ũrĩa ũitagĩrĩria maaĩ makoragwo na muoroto ũmwe, na o mũndũ akaarĩhwo kũringana na wĩra wake we mwene.","Now he who plants and he who waters are the same, but each will receive his own reward according to his own labor."
1 Corinthians 3:9,"Nĩgũkorwo tũrutithanagia wĩra hamwe na Ngai; na inyuĩ mũrĩ mũgũnda wa Ngai, na mwako wa Ngai.","For we are God’s fellow workers. You are God’s farming, God’s building."
1 Corinthians 3:10,"Nĩ ũndũ wa wega ũrĩa Ngai aaheete, niĩ nĩ gwaka ndaakire mũthingi haana ta mwakithia ũrĩa mũũgĩ nake mũndũ ũngĩ nĩ gwaka araaka igũrũ rĩa mũthingi ũcio. No o mũndũ nĩamenyagĩrĩre ũrĩa egwaka igũrũ rĩaguo.","According to the grace of God which was given to me, as a wise master builder I laid a foundation, and another builds on it. But let each man be careful how he builds on it."
1 Corinthians 3:11,"Nĩgũkorwo gũtirĩ mũndũ ũngĩaka mũthingi ũngĩ tiga ũrĩa ũrĩkĩtie gwakwo, na nĩguo Jesũ Kristũ.","For no one can lay any other foundation than that which has been laid, which is Jesus Christ."
1 Corinthians 3:12,"Angĩkorwo mũndũ o na ũ egwaka igũrũ rĩa mũthingi ũyũ akĩhũthagĩra thahabu, kana betha, kana mahiga ma goro, kana mbaũ, kana nyeki, o na kana rũũa-rĩ,","But if anyone builds on the foundation with gold, silver, costly stones, wood, hay, or straw,"
1 Corinthians 3:13,"wĩra wake nĩũkoneka ũrĩa ũtariĩ, tondũ Mũthenya ũcio nĩũgaatũma woneke ũtheri-inĩ. Wĩra ũcio ũkaaguũrio na mwaki, nĩgũkorwo wĩra wa o mũndũ nĩũkagerio na mwaki ũcio.","each man’s work will be revealed. For the Day will declare it, because it is revealed in fire; and the fire itself will test what sort of work each man’s work is."
1 Corinthians 3:14,"Angĩkorwo kĩrĩa mũndũ aakĩte mũthingi- igũrũ nĩgĩgetiiria mwaki ũcio-rĩ, nĩakarĩhwo mũcaara wake.","If any man’s work remains which he built on it, he will receive a reward."
1 Corinthians 3:15,"Angĩkorwo nĩũkahĩa-rĩ, nĩakoorwo nĩguo; nowe mwene nĩakahonoka, no akaahonoka ta mũndũ ũgereire mwaki-inĩ.","If any man’s work is burned, he will suffer loss, but he himself will be saved, but as through fire."
1 Corinthians 3:16,"Kaĩ inyuĩ mũtooĩ atĩ inyuĩ ene mũrĩ hekarũ ya Ngai, na atĩ Roho wa Ngai atũũraga thĩinĩ wanyu?",Don’t you know that you are God’s temple and that God’s Spirit lives in you?
1 Corinthians 3:17,"Mũndũ o wothe angĩananga hekarũ ya Ngai-rĩ, Ngai nĩakamwananga; nĩgũkorwo hekarũ ya Ngai nĩ theru, na nĩ inyuĩ hekarũ ĩyo.","If anyone destroys God’s temple, God will destroy him; for God’s temple is holy, which you are."
1 Corinthians 3:18,"Mũtikae kwĩheenia. Mũndũ o na ũrĩkũ thĩinĩ wanyu angĩkorwo nĩeciiragia nĩ mũũgĩ na ũũgĩ wa mahinda maya tũrĩ-rĩ, nĩagĩtuĩke “kĩrimũ” nĩguo atuĩke mũũgĩ.","Let no one deceive himself. If anyone thinks that he is wise among you in this world, let him become a fool that he may become wise."
1 Corinthians 3:19,"Nĩgũkorwo ũũgĩ wa thĩ ĩno nĩ ũrimũ maitho-inĩ ma Ngai. O ta ũrĩa kwandĩkĩtwo atĩrĩ, “Nĩanyiitaga arĩa oogĩ waara-inĩ wao”;","For the wisdom of this world is foolishness with God. For it is written, “He has taken the wise in their craftiness.”*"
1 Corinthians 3:20,"o na ningĩ nĩ kwandĩkĩtwo atĩrĩ, “Mwathani nĩoĩ atĩ meciiria ma arĩa oogĩ nĩ ma tũhũ.”","And again, “The Lord knows the reasoning of the wise, that it is worthless.”*"
1 Corinthians 3:21,"Nĩ ũndũ ũcio-rĩ, mũndũ o na ũrĩkũ ndakae kwĩraha na ũhoro wa andũ! Maũndũ mothe nĩ manyu,","Therefore let no one boast in men. For all things are yours,"
1 Corinthians 3:22,"kana nĩ Paũlũ, kana nĩ Apolo, kana nĩ Kefa, kana nĩ thĩ ĩno, kana nĩ muoyo, kana nĩ gĩkuũ, kana nĩ maũndũ marĩa marĩ ho rĩu, kana nĩ maũndũ marĩa magooka, mothe nĩ manyu,","whether Paul, or Apollos, or Cephas, or the world, or life, or death, or things present, or things to come. All are yours,"
1 Corinthians 3:23,"na inyuĩ mũrĩ a Kristũ, nake Kristũ nĩ wa Ngai.","and you are Christ’s, and Christ is God’s."
1 Corinthians 4:1,"Nĩ ũndũ ũcio-rĩ, andũ magĩrĩirwo nĩgũtuonaga ta ndungata cia Kristũ, na ta tũrĩ andũ arĩa mehokeirwo maũndũ ma hitho ma Ngai.",So let a man think of us as Christ’s servants and stewards of God’s mysteries.
1 Corinthians 4:2,Rĩu nĩkũbataranĩtie atĩ andũ arĩa mehokeirwo maũndũ no nginya monanie atĩ nĩ ehokeku.,"Here, moreover, it is required of stewards that they be found faithful."
1 Corinthians 4:3,"Ndingĩmaka o na hanini ingĩtuĩrwo ciira nĩ inyuĩ, kana nduĩrwo nĩ igooti rĩa andũ o na rĩrĩkũ; ti-itherũ o na niĩ mwene ndingĩĩtuĩra ciira.","But with me it is a very small thing that I should be judged by you, or by a human court. Yes, I don’t even judge my own self."
1 Corinthians 4:4,"Niĩ mwene ndirĩ na ũndũ ingĩĩcuukĩra, no ũndũ ũcio ndũngĩtũma nduĩke atĩ ndirĩ na mahĩtia. Mwathani nĩwe ũnduagĩra ciira.","For I know nothing against myself. Yet I am not justified by this, but he who judges me is the Lord."
1 Corinthians 4:5,"Nĩ ũndũ ũcio ndũkae gũtua ciira ihinda rĩrĩa rĩamũre rĩtakinyĩte; eterera nginya Mwathani ooke. Maũndũ marĩa mahithe nduma-inĩ nĩakamoimĩria ũtheri-inĩ, na nĩakaguũria meciiria ma ngoro cia andũ. Ihinda rĩu o mũndũ nĩakamũkĩra ngaatho ciake kuuma kũrĩ Ngai.","Therefore judge nothing before the time, until the Lord comes, who will both bring to light the hidden things of darkness and reveal the counsels of the hearts. Then each man will get his praise from God."
1 Corinthians 4:6,"Rĩu-rĩ, ariũ na aarĩ a Ithe witũ, maũndũ macio ndĩramaringithania na ũhoro wakwa mwene na wa Apolo nĩguo mũgunĩke, nĩguo mwĩrute na ithuĩ gĩtũmi kĩa ũrĩa kwĩragwo atĩrĩ, “Mũtikae kwagarara ũrĩa kwandĩkĩtwo.” Nĩgeetha mũtikae gwĩtĩĩa mũndũ ũmwe makĩria ya ũrĩa ũngĩ.","Now these things, brothers, I have in a figure transferred to myself and Apollos for your sakes, that in us you might learn not to think beyond the things which are written, that none of you be puffed up against one another."
1 Corinthians 4:7,"Nĩ ũndũ-rĩ, nũũ ũtũmĩte wĩone ũrĩ na ngũũrani na mũndũ ũngĩ o wothe? Nĩ kĩĩ ũrĩ nakĩo ũtaaheirwo? Na angĩkorwo nĩwaheirwo-rĩ, ũragĩĩtĩĩa nĩkĩ ta atarĩ kũheo waheirwo?","For who makes you different? And what do you have that you didn’t receive? But if you did receive it, why do you boast as if you had not received it?"
1 Corinthians 4:8,"Nĩmũrĩkĩtie kũgĩa na kĩrĩa gĩothe mwendaga! Nĩmũrĩkĩtie gũtonga! Nĩmũtuĩkĩte athamaki, ithuĩ tũtarĩ ho! Naarĩ korwo ti-itherũ nĩmwatuĩkire athamaki kũna nĩguo tũtuĩke a gũthamaka hamwe na inyuĩ!","You are already filled. You have already become rich. You have come to reign without us. Yes, and I wish that you did reign, that we also might reign with you!"
1 Corinthians 4:9,"Nĩgũkorwo ndĩrona atĩ ithuĩ atũmwo Ngai atũigĩte handũ tũrĩonekaga tũrĩ thuutha wa andũ arĩa angĩ othe, na ta andũ matuĩrĩirwo kũũragĩrwo thĩinĩ wa kĩhaaro kĩa mathako. Nĩtũtuĩtwo kĩndũ gĩa kwĩrorerwo nĩ thĩ yothe, kũrĩ araika o na kũrĩ andũ.","For I think that God has displayed us, the apostles, last of all, like men sentenced to death. For we are made a spectacle to the world, both to angels and men."
1 Corinthians 4:10,"Ithuĩ tũrĩ irimũ nĩ ũndũ wa Kristũ, no inyuĩ mũrĩ andũ oogĩ mũno thĩinĩ wa Kristũ! Ithuĩ nĩ kwaga twagĩte hinya, no inyuĩ mũrĩ na hinya! Inyuĩ nĩmũheetwo gĩtĩĩo, no ithuĩ nĩtũimĩtwo gĩtĩĩo!","We are fools for Christ’s sake, but you are wise in Christ. We are weak, but you are strong. You have honor, but we have dishonor."
1 Corinthians 4:11,"Nginya ihinda rĩĩrĩ ithuĩ tũrĩ tũtũũrĩte tũhũũtaga na tũkanyoota, na tũgatarũkĩrwo nĩ nguo, ningĩ nĩtũhũũrĩtwo mũno, o na tũgaikara tũtarĩ na mĩciĩ.","Even to this present hour we hunger, thirst, are naked, are beaten, and have no certain dwelling place."
1 Corinthians 4:12,"Ningĩ nĩtũrutaga wĩra na moko maitũ tũrĩ na kĩyo. Rĩrĩa twarumwo-rĩ, ithuĩ tũkarathima; na rĩrĩa twanyariirwo, tũkomĩrĩria;","We toil, working with our own hands. When people curse us, we bless. Being persecuted, we endure."
1 Corinthians 4:13,"o na rĩrĩa twacambio, tũcookagia ũhoro na ũhooreri. Nginya ihinda rĩĩrĩ tũtuĩkĩte gĩko gĩa thĩ, tũgatuĩka mahuti ma gũkũ thĩ.","Being defamed, we entreat. We are made as the filth of the world, the dirt wiped off by all, even until now."
1 Corinthians 4:14,"Ndiraandĩka marũa maya nĩguo ndĩmũconore, no nĩguo ndĩmũtaare mũrĩ ta ciana ciakwa nyendete mũno.","I don’t write these things to shame you, but to admonish you as my beloved children."
1 Corinthians 4:15,"O na mũngĩkorwo mũrĩ na areri ngiri ikũmi thĩinĩ wa Kristũ, mũtirĩ na maithe maingĩ, nĩgũkorwo thĩinĩ wa Kristũ Jesũ ndaatuĩkire ithe wanyu ũndũ-inĩ wa Ũhoro-ũrĩa-Mwega.","For though you have ten thousand tutors in Christ, you don’t have many fathers. For in Christ Jesus, I became your father through the Good News."
1 Corinthians 4:16,Nĩ ũndũ ũcio ndamũthaitha mwĩgerekanie na niĩ.,"I beg you therefore, be imitators of me."
1 Corinthians 4:17,"Nĩ ũndũ wa gĩtũmi gĩkĩ nĩngũmũtũmĩra Timotheo, mũrũ wakwa ũrĩa nyendete, na ũrĩa mwĩhokeku thĩinĩ wa Mwathani. Nĩekũmũririkania mũtũũrĩre wakwa thĩinĩ wa Kristũ Jesũ, ũrĩa ũringaine na ũrĩa ndutanaga makanitha-inĩ kũndũ guothe.","Because of this I have sent Timothy to you, who is my beloved and faithful child in the Lord, who will remind you of my ways which are in Christ, even as I teach everywhere in every assembly."
