Reference,Kikuyu,English
Colossians 3:4,"Na rĩrĩa Kristũ, ũrĩa arĩ we muoyo witũ, akoonekana-rĩ, hĩndĩ ĩyo o na inyuĩ nĩmũkonekana hamwe nake mũrĩ na riiri.","When Christ, our life, is revealed, then you will also be revealed with him in glory."
Colossians 3:5,"Nĩ ũndũ ũcio-rĩ, tuagai maũndũ mothe ma mwĩrĩ ũyũ wa ndũire ta makuĩte namo nĩ ta: ũhũũri- maraya, na meciiria mathũku, na thuti cia mwĩrĩ, na merirĩria mooru, na ũkoroku, naguo no ũndũ ũmwe na kũhooya mĩhianano.","Put to death therefore your members which are on the earth: sexual immorality, uncleanness, depraved passion, evil desire, and covetousness, which is idolatry."
Colossians 3:6,"Tondũ wa maũndũ macio, mangʼũrĩ ma Ngai nĩmarooka.",For these things’ sake the wrath of God comes on the children of disobedience.
Colossians 3:7,O na inyuĩ mwatũire mũthiiaga na mĩthiĩre ĩyo mũtũũrĩre-inĩ ũrĩa mwatũũraga mbere ĩyo.,"You also once walked in those, when you lived in them,"
Colossians 3:8,"No rĩu no nginya mwĩaũre maũndũ maya mothe, namo nĩ, marakara, na mangʼũrĩ, na rũmena, na njambanio, na kwariamaũndũmathoninakanua.","but now you must put them all away: anger, wrath, malice, slander, and shameful speaking out of your mouth."
Colossians 3:9,"Tigagaikũheenaniamũndũnaũrĩaũngĩ, kuonaatĩnĩmwĩyaũrĩte mũndũ ũrĩa wa tene na ciĩko ciake,","Don’t lie to one another, seeing that you have put off the old man with his doings,"
Colossians 3:10,"na mũkehumba mũndũ ũngĩ mwerũ, ũrĩa werũhagio nginya agĩe na ũmenyo na agĩe na mũhianĩre wa ũrĩa wamũũmbire.","and have put on the new man, who is being renewed in knowledge after the image of his Creator,"
Colossians 3:11,"Na ũhoro-inĩ ũcio hatirĩ Mũyunani kana Mũyahudi, mũndũ mũruu kana mũndũ ũtarĩ mũruu, kana mũndũ mũcenji,* kana Mũsikuthi,† kana mũndũ ngombo kana ũtarĩ ngombo, no Kristũ nĩwe maũndũ mothe, na arĩ thĩinĩ wa maũndũ mothe.","where there can’t be Greek and Jew, circumcision and uncircumcision, barbarian, Scythian, bondservant, or free person; but Christ is all, and in all."
Colossians 3:12,"Nĩ ũndũ ũcio-rĩ, tondũ mũrĩ andũ athuure nĩ Ngai, andũ atheru na mendetwo mũno nĩwe, mwĩhumbei ũiguanĩri wa tha, na gũtugana, na kwĩnyiihia, na kũhoorera na gũkirĩrĩria.","Put on therefore, as God’s chosen ones, holy and beloved, a heart of compassion, kindness, lowliness, humility, and perseverance;"
Colossians 3:13,"Kiranagĩrĩriai mũndũ na ũrĩa ũngĩ, na mũrekanagĩre rĩrĩa mũndũ angĩkorwo ekĩtwo ũũru nĩ ũrĩa ũngĩ. Rekanagĩrai o ta ũrĩa Mwathani aamũrekeire inyuĩ.","bearing with one another, and forgiving each other, if any man has a complaint against any; even as Christ forgave you, so you also do."
Colossians 3:14,"Ningĩ gũkĩra maũndũ macio mothe mega- rĩ, gĩai na wendani, tondũ nĩguo wohanagia maũndũ mothe hamwe nĩguo magĩrĩre kũna.","Above all these things, walk in love, which is the bond of perfection."
Colossians 3:15,"Rekei thayũ wa Kristũ wathanage ngoro-inĩ cianyu, tondũ inyuĩ mũrĩ ta ciĩga cia mwĩrĩ ũmwe- rĩ, mwetĩirwo thayũ. Na ningĩ mũcookagie ngaatho.","And let the peace of God rule in your hearts, to which also you were called in one body, and be thankful."
Colossians 3:16,"Rekei ũhoro wa Kristũ ũtũũrage ũingĩhĩte mũno thĩinĩ wanyu, mũkĩrutanaga na mũgĩtaaranaga mũndũ na ũrĩa ũngĩ mũrĩ na ũũgĩ mũingĩ, o mũkĩinaga thaburi, na nyĩmbo cia Ngai, o na nyĩmbo cia kĩĩroho, mũrĩ na ngaatho harĩ Ngai ngoro- inĩ cianyu.","Let the word of Christ dwell in you richly; in all wisdom teaching and admonishing one another with psalms, hymns, and spiritual songs, singing with grace in your heart to the Lord."
Colossians 3:17,"Na ũndũ ũrĩa wothe mũrĩĩkaga, mũkĩaria kana mũgĩĩka ũndũ, wĩkagei wothe rĩĩtwa-inĩ rĩa Mwathani Jesũ, mũgĩcookagĩria Ngai Ithe witũ ngaatho thĩinĩ wake.","Whatever you do, in word or in deed, do all in the name of the Lord Jesus, giving thanks to God the Father through him."
Colossians 3:18,"Inyuĩ atumia-rĩ, mwĩnyiihagĩriei athuuri anyu, o ta ũrĩa kwagĩrĩire thĩinĩ wa Mwathani.","Wives, be in subjection to your husbands, as is fitting in the Lord."
Colossians 3:19,"Na inyuĩ athuuri-rĩ, endagai atumia anyu na mũtikamakũũmage.","Husbands, love your wives, and don’t be bitter against them."
Colossians 3:20,"O na inyuĩ ciana-rĩ, athĩkagĩrai aciari anyu maũndũ-inĩ mothe, nĩgũkorwo gwĩka ũguo nĩgũke- nagia Mwathani.","Children, obey your parents in all things, for this pleases the Lord."
Colossians 3:21,"Na inyuĩ maithe-rĩ, mũtikarakaragie ciana cianyu, itikae gũkua ngoro.","Fathers, don’t provoke your children, so that they won’t be discouraged."
Colossians 3:22,"Na inyuĩ ngombo-rĩ, athĩkagĩrai aathani anyu a gũkũ thĩ maũndũ-inĩ mothe, na to hĩndĩ ĩrĩa maramuona atĩ nĩgeetha mamwende, no maathĩkagĩrei mũrĩ na ngoro itarĩ na ũhinga na nĩ ũndũ wa gũtĩĩa Mwathani.","Servants, obey in all things those who are your masters according to the flesh, not just when they are looking, as men pleasers, but in singleness of heart, fearing God."
Colossians 3:23,"Na rĩrĩ, ũndũ o wothe ũrĩa mũrĩĩkaga, wĩkagei na ngoro yanyu yothe, taarĩ Mwathani mũrarutĩra wĩra, no ti andũ,","And whatever you do, work heartily, as for the Lord and not for men,"
Colossians 3:24,mũkĩmenyaga atĩ nĩmũkaamũkĩra igai kuuma kũrĩ Mwathani rĩrĩ kĩheo kĩanyu. Nĩ Mwathani Kristũ mũtungatagĩra.,knowing that from the Lord you will receive the reward of the inheritance; for you serve the Lord Christ.
Colossians 3:25,"Mũndũ o wothe ũrĩa wĩkaga ũũru nĩakarĩhwo kũringana na ũũru wake, na gũtirĩ gũtĩĩra mũndũ maũthĩ.","But he who does wrong will receive again for the wrong that he has done, and there is no partiality."
Colossians 4:1,"Inyuĩ aathani-rĩ, ĩkagai ngombo cianyu maũndũ marĩa magĩrĩire na marĩa marĩ kĩhooto, tondũ nĩmũũĩ o na inyuĩ mũrĩ na Mwathi wanyu kũrĩa igũrũ.","Masters, give to your servants that which is just and equal, knowing that you also have a Master in heaven."
Colossians 4:2,"Mwĩheanagei na kĩyo ũhoro-inĩ wa kũhooya, mwĩiguĩte na mũgĩcookagĩria Ngai ngaatho.","Continue steadfastly in prayer, watching in it with thanksgiving,"
Colossians 4:3,"Na mũtũhooyagĩre o na ithuĩ, nĩgeetha Ngai ahingũrĩre ndũmĩrĩri iitũ mũrango, nĩgeetha tũhunjagie ũhoro wa hitho ya Kristũ, ũhoro ũrĩa niĩ njohetwo nĩ ũndũ waguo.","praying together for us also, that God may open to us a door for the word, to speak the mystery of Christ, for which I am also in bonds,"
Colossians 4:4,"Hooyagai nĩgeetha ndĩũhunjagie na andũ magataũkĩrwo wega, o ta ũrĩa njagĩrĩirwo nĩ gwĩka.",that I may reveal it as I ought to speak.
Colossians 4:5,Tuĩkagai oogĩ harĩ maũndũ marĩa mũrĩĩkaga andũ arĩa matarĩ a thiritũ yanyu; mũtegũte mweke ũrĩa mũrĩ naguo wa gwĩka wega.,"Walk in wisdom toward those who are outside, redeeming the time."
Colossians 4:6,"Na mũkĩaria, aragiai hĩndĩ ciothe mũiyũrĩtwo nĩ wega wa Ngai, nayo mĩario yanyu ĩtuĩke ta ĩkĩrĩtwo cumbĩ, nĩgeetha mũmenyage ũrĩa mũrĩcookagĩria o mũndũ.","Let your speech always be with grace, seasoned with salt, that you may know how you ought to answer each one."
Colossians 4:7,"Tukiko nĩakamũhe ũhoro wakwa wothe. Ũcio nĩ mũrũ wa Ithe witũ twendete mũno, nĩ ndungata ya kwĩhokeka na tũtungataga nake thĩinĩ wa Mwathani.","All my affairs will be made known to you by Tychicus, the beloved brother, faithful servant, and fellow bondservant in the Lord."
Colossians 4:8,"Ndamũtũma kũrĩ inyuĩ nĩ ũndũ wa ũhoro ũyũ kĩũmbe, atĩ mũmenyithio wega ũrĩa ithuĩ tũhaana, na ningĩ atĩ amũũmĩrĩrie ngoro.","I am sending him to you for this very purpose, that he may know your circumstances and comfort your hearts,"
Colossians 4:9,"Megũũka na Onesimo, mũrũ wa Ithe witũ mwĩhokeku na ũrĩa twendete mũno, nake nĩ ũmwe wanyu. Acio nĩmekũmũhe ũhoro wa ũrĩa maũndũ mothe marekĩka gũkũ.","together with Onesimus, the faithful and beloved brother, who is one of you. They will make known to you everything that is going on here."
Colossians 4:10,"Nĩmwageithio nĩ Arisitariko ũrĩa tuohetwo nake, o na Mariko nĩamũgeithia, ũrĩa mũihwa wa Baranaba. (Nĩmwĩrĩtwo ũhoro wake; angĩũka kũrĩ inyuĩ-rĩ, mwamũkĩrei.)","Aristarchus, my fellow prisoner, greets you, and Mark the cousin of Barnabas (concerning whom you received instructions, “if he comes to you, receive him”),"
Colossians 4:11,"Jesũ ũrĩa wĩtagwo Jusito o nake nĩamũgeithia. Acio no-o Ayahudi thĩinĩ wa arĩa tũrutithanagia wĩra wa ũthamaki wa Ngai nao, na nĩmatuĩkĩte a kũnyũmĩrĩria.","and Jesus who is called Justus. These are my only fellow workers for God’s Kingdom who are of the circumcision, men who have been a comfort to me."
Colossians 4:12,"Epafara, ũrĩa arĩ ũmwe wanyu na ndungata ya Kristũ Jesũ, nĩamũgeithia. We nĩamũhooyagĩra mũno hĩndĩ ciothe, nĩguo mũhote kwĩhaanda wega ũhoro-inĩ wothe wa kũhingia wendi wa Ngai, mũrĩ agima na mũrĩ na kĩĩrĩgĩrĩro gĩkinyanĩru.","Epaphras, who is one of you, a servant of Christ, salutes you, always striving for you in his prayers, that you may stand perfect and complete in all the will of God."
Colossians 4:13,"Niĩ ndĩ na ũira wake atĩ nĩarutaga wĩra na hinya, akenogia nĩ ũndũ wanyu, na nĩ ũndũ wa arĩa marĩ Laodikia na Hierapoli.","For I testify about him that he has great zeal for you, and for those in Laodicea, and for those in Hierapolis."
Colossians 4:14,"Nĩmwageithio nĩ Luka ũrĩa ndagĩtarĩ, mũrata witũ twendete mũno,* o na Dema.",Luke the beloved physician and Demas greet you.
