Reference,Kikuyu,English
Ecclesiastes 2:17,"Nĩ ũndũ ũcio ngĩthũũra gũtũũra muoyo, tondũ wĩra ũrĩa ũrutagwo gũkũ thĩ kwaraga riũa warĩ wa kũnjiguithia kĩeha. Wothe warĩ wa tũhũ, o ta gũtengʼeria rũhuho.","So I hated life, because the work that is worked under the sun was grievous to me; for all is vanity and a chasing after wind."
Ecclesiastes 2:18,"Ngĩgĩthũũra maũndũ mothe marĩa ndenogeetie namo gũkũ thĩ kwaraga riũa, tondũ no nginya ngaamatigĩra ũrĩa ũgooka thuutha wakwa.","I hated all my labor in which I labored under the sun, because I must leave it to the man who comes after me."
Ecclesiastes 2:19,"Ningĩ nũũ ũũĩ kana ũcio ũgooka ithenya rĩakwa agaakorwo arĩ mũndũ mũũgĩ kana arĩ mũndũ mũkĩĩgu? No rĩrĩ, nĩwe ũkaarũgamĩrĩra wĩra ũrĩa ndaanetungumania naguo ngĩtũmagĩra ũũgĩ wakwa gũkũ thĩ kwaraga riũa. Ũndũ ũcio o naguo no wa tũhũ.","Who knows whether he will be a wise man or a fool? Yet he will have rule over all of my labor in which I have labored, and in which I have shown myself wise under the sun. This also is vanity."
Ecclesiastes 2:20,Nĩ ũndũ ũcio ngoro yakwa ĩkĩambĩrĩria kũũrwo nĩ hinya nĩ ũndũ wa wĩra wakwa wothe wa mĩnoga ũrĩa ndaarutaga gũkũ thĩ kwaraga riũa.,Therefore I began to cause my heart to despair concerning all the labor in which I had labored under the sun.
Ecclesiastes 2:21,"Tondũ mũndũ no arute wĩra wake na ũũgĩ, na ũmenyo, na kũũhĩgĩra maũndũ, no rĩrĩ, no nginya acooke atige kĩrĩa gĩothe agĩĩta nakĩo kũrĩ mũndũ ũngĩ ũtakĩnogeire. Ũndũ ũyũ o naguo no wa tũhũ, na nĩ mũtino mũnene.","For there is a man whose labor is with wisdom, with knowledge, and with skillfulness; yet he shall leave it for his portion to a man who has not labored for it. This also is vanity and a great evil."
Ecclesiastes 2:22,"Mũndũ-rĩ, nĩ uumithio ũrĩkũ oonaga harĩ wĩra ũrĩa wothe arutaga, na mĩnoga, na gwĩtungumania kũrĩa anetungumania nakuo gũkũ thĩ kwaraga riũa?","For what does a man have of all his labor and of the striving of his heart, in which he labors under the sun?"
Ecclesiastes 2:23,"Nĩgũkorwo matukũ make mothe, wĩra wake nĩ wa ruo na kĩeha; o na ũtukũ, meciiria make matihurũkaga. Ũndũ ũcio o naguo no wa tũhũ.","For all his days are sorrows, and his travail is grief; yes, even in the night his heart takes no rest. This also is vanity."
Ecclesiastes 2:24,"Mũndũ-rĩ, ndarĩ ũndũ ũngĩ mwega angĩĩka ũkĩrĩte kũrĩa na kũnyua, na gũkenera wĩra wake. Ũndũ ũyũ o naguo ngĩona atĩ uumĩte guoko-inĩ kwa Ngai,","There is nothing better for a man than that he should eat and drink, and make his soul enjoy good in his labor. This also I saw, that it is from the hand of God."
Ecclesiastes 2:25,"nĩ ũndũ-rĩ, nũũ ũngĩhota kũrĩa kana gũkena Ngai atarĩ ho?","For who can eat, or who can have enjoyment, more than I?"
Ecclesiastes 2:26,"Ngai aheaga mũndũ ũrĩa ũmũkenagia maũndũ ma ũũgĩ, na ũmenyo, na gĩkeno, no mũndũ ũrĩa mwĩhia akamũhe wĩra wa gũcookanĩrĩria na kwĩigĩra ũtonga, nĩguo acooke aũnenganĩre kũrĩ mũndũ ũrĩa ũmũkenagia. Ũndũ ũcio o naguo no wa tũhũ, o ta gũtengʼeria rũhuho. 3","For to the man who pleases him, God gives wisdom, knowledge, and joy; but to the sinner he gives travail, to gather and to heap up, that he may give to him who pleases God. This also is vanity and a chasing after wind. 3"
Ecclesiastes 3:1,"Atĩrĩrĩ, o ũndũ nĩ ũrĩ ihinda rĩaguo, na o ũndũ o wothe wĩkagwo gũkũ thĩ nĩ ũrĩ mahinda maguo:","For everything there is a season, and a time for every purpose under heaven:"
Ecclesiastes 3:2,"kũrĩ hĩndĩ ya gũciarwo na hĩndĩ ya gũkua, hĩndĩ ya kũhaanda na hĩndĩ ya kũmunya kĩrĩa kĩhaande,","a time to be born, and a time to die; a time to plant, and a time to pluck up that which is planted;"
Ecclesiastes 3:3,"hĩndĩ ya kũũraga na hĩndĩ ya kũhonia, hĩndĩ ya gũtharia na hĩndĩ ya gwaka,","a time to kill, and a time to heal; a time to break down, and a time to build up;"
Ecclesiastes 3:4,"hĩndĩ ya kũrĩra na hĩndĩ ya gũtheka, hĩndĩ ya gũcakaya na hĩndĩ ya kũina,","a time to weep, and a time to laugh; a time to mourn, and a time to dance;"
Ecclesiastes 3:5,"hĩndĩ ya kũhurunja mahiga na hĩndĩ ya kũmacookanĩrĩria, hĩndĩ ya kũhĩmbĩria na hĩndĩ ya kwaga kũhĩmbĩria,","a time to cast away stones, and a time to gather stones together; a time to embrace, and a time to refrain from embracing;"
Ecclesiastes 3:6,"hĩndĩ ya gũcaria na hĩndĩ ya kũũrĩrwo nĩ indo, hĩndĩ ya kũiga, na hĩndĩ ya gũte,","a time to seek, and a time to lose; a time to keep, and a time to cast away;"
Ecclesiastes 3:7,"hĩndĩ ya gũtembũra na hĩndĩ ya gũtuma, hĩndĩ ya gũkira na hĩndĩ ya kwaria,","a time to tear, and a time to sew; a time to keep silence, and a time to speak;"
Ecclesiastes 3:8,"hĩndĩ ya kwenda na hĩndĩ ya gũthũũra, hĩndĩ ya mbaara na hĩndĩ ya thayũ.","a time to love, and a time to hate; a time for war, and a time for peace."
Ecclesiastes 3:9,"Mũruti wa wĩra-rĩ, nĩ uumithio ũrĩkũ oonaga harĩ gwĩtungumania gwake?",What profit has he who works in that in which he labors?
Ecclesiastes 3:10,Nĩnyonete mathĩĩna marĩa Ngai aheete andũ nĩguo mathĩĩnĩkage nĩ mo.,I have seen the burden which God has given to the sons of men to be afflicted with.
Ecclesiastes 3:11,Ngai oombire kĩndũ o gĩothe kĩrĩ gĩthaka hĩndĩ yakĩo. Ningĩ nĩekĩrĩte ũhoro wa tene na tene ngoro-inĩ cia andũ; no andũ matingĩhota kũmenya wĩra ũrĩa Ngai arutĩte kuuma kĩambĩrĩria nginya kĩrĩkĩrĩro.,"He has made everything beautiful in its time. He has also set eternity in their hearts, yet so that man can’t find out the work that God has done from the beginning even to the end."
Ecclesiastes 3:12,Nĩnjũũĩ atĩ gũtirĩ ũndũ ũngĩ mwega andũ mangĩĩka ũkĩrĩte gũkena na gwĩka maũndũ mega rĩrĩa rĩothe megũtũũra muoyo.,"I know that there is nothing better for them than to rejoice, and to do good as long as they live."
Ecclesiastes 3:13,"O na ningĩ ngamenya atĩ mũndũ o wothe angĩrĩa na anyue, na akenere gwĩtungumania gwake, kĩu nĩ kĩheo kuuma kũrĩ Ngai.","Also that every man should eat and drink, and enjoy good in all his labor, is the gift of God."
Ecclesiastes 3:14,Nĩnjũũĩ atĩ ũndũ ũrĩa wothe Ngai ekaga nĩ wagũtũũra nginya tene; ndũngĩongerereka kana ũnyihanyiihe. Ngai awĩkaga nĩgeetha andũ mamwĩtigagĩre.,"I know that whatever God does, it shall be forever. Nothing can be added to it, nor anything taken from it; and God has done it, that men should fear before him."
Ecclesiastes 3:15,"Ũrĩa gũtariĩ rĩu noguo gwatariĩ tene, na ũrĩa gũgaatuĩka thuutha-inĩ noguo gwatariĩ mbere ĩyo; nake Ngai acaragia atĩ ũndũ ũrĩa wahĩtũkire ũcooke o ro ho.","That which is has been long ago, and that which is to be has been long ago. God seeks again that which is passed away."
Ecclesiastes 3:16,"O na ningĩ ngĩona ũndũ ũngĩ gũkũ thĩ kwaraga riũa: Handũ harĩa haatuuagĩrwo ciira-rĩ, waganu warĩ ho, na ho handũ harĩa ha kĩhooto-rĩ, waganu warĩ ho.","Moreover I saw under the sun, in the place of justice, that wickedness was there; and in the place of righteousness, that wickedness was there."
Ecclesiastes 3:17,"Ngĩĩra atĩrĩ na ngoro yakwa, “Ngai nĩwe ũgaaciirithia andũ arĩa athingu na arĩa aaganu, tondũ nĩgũgakorwo ihinda rĩa o ũndũ o wothe wĩkagwo gũkũ thĩ, o na ihinda rĩa wĩra o wothe.”","I said in my heart, “God will judge the righteous and the wicked; for there is a time there for every purpose and for every work.”"
Ecclesiastes 3:18,"Ningĩ ngĩĩciiria atĩrĩ, “Ha ũhoro wa andũ-rĩ, Ngai amageragia nĩgeetha mone atĩ mahaana o ta nyamũ.","I said in my heart, “As for the sons of men, God tests them, so that they may see that they themselves are like animals."
Ecclesiastes 3:19,"Maũndũ marĩa makoraga mũndũ no mo makoraga nyamũ; mũndũ na nyamũ makoragwo nĩ ũndũ o ro ũmwe: O ta ũrĩa mũndũ akuuaga, noguo nyamũ ĩkuaga. Mĩhũmũ ya mũndũ na nyamũ no ĩmwe; mũndũ ndarĩ handũ akĩrĩte nyamũ. Ũndũ o wothe nĩ wa tũhũ.","For that which happens to the sons of men happens to animals. Even one thing happens to them. As the one dies, so the other dies. Yes, they have all one breath; and man has no advantage over the animals, for all is vanity."
Ecclesiastes 3:20,"Mũndũ na nyamũ mathiiaga o kũndũ kũmwe; othe moimĩte tĩĩri-inĩ, na othe macookaga o tĩĩri-inĩ.","All go to one place. All are from the dust, and all turn to dust again."
Ecclesiastes 3:21,"Nũũ ũũĩ kana hihi roho wa mũndũ wambataga na igũrũ, naguo roho wa nyamũ ũgaikũrũka na thĩ?”","Who knows the spirit of man, whether it goes upward, and the spirit of the animal, whether it goes downward to the earth?”"
Ecclesiastes 3:22,"Nĩ ũndũ ũcio ngĩona atĩ hatirĩ ũndũ mwega harĩ mũndũ ũkĩrĩte gũkenera wĩra wake, tondũ rĩu nĩrĩo igai rĩake. Nĩ ũndũ-rĩ, nũũ ũngĩmũcookia rĩngĩ nĩguo one ũrĩa gũgeekĩka thuutha wake? 4","Therefore I saw that there is nothing better than that a man should rejoice in his works, for that is his portion; for who can bring him to see what will be after him? 4"
Ecclesiastes 4:1,"Ningĩ nĩndarorire na ngĩona kũhinyanĩrĩria kũrĩa gwathiiaga na mbere gũkũ thĩ kwaraga riũa: Ngĩona maithori ma arĩa ahinyĩrĩrie, na matirĩ na mũndũ wa kũmahooreria; arĩa maamahinyagĩrĩria nĩo maarĩ na ũhoti, no acio maahinyagĩrĩrio matiarĩ na mũndũ wa kũmahooreria.","Then I returned and saw all the oppressions that are done under the sun: and behold, the tears of those who were oppressed, and they had no comforter; and on the side of their oppressors there was power; but they had no comforter."
Ecclesiastes 4:2,"Tondũ ũcio ngiuga atĩ andũ arĩa akuũ, o acio marĩkĩtie gũkua, nĩmakenaga gũkĩra arĩa marĩ muoyo, o acio marĩ muoyo o na rĩu.",Therefore I praised the dead who have been long dead more than the living who are yet alive.
Ecclesiastes 4:3,"No rĩrĩ, mũndũ ũrĩa mwega gũkĩra acio eerĩ nĩ ũrĩa ũtarĩ mũciare, o ũcio ũtoneete ũũru ũrĩa wĩkagwo gũkũ thĩ kwaraga riũa.","Yes, better than them both is him who has not yet been, who has not seen the evil work that is done under the sun."
Ecclesiastes 4:4,"Ningĩ ngĩona atĩ wĩra wothe na maũndũ marĩa mũndũ agĩĩaga namo moimanaga na mũndũ kũiguĩra mũndũ wa itũũra rĩake ũiru. Ũndũ ũcio o naguo no wa tũhũ, o ta gũtengʼeria rũhuho.",Then I saw all the labor and achievement that is the envy of a man’s neighbor. This also is vanity and a striving after wind.
Ecclesiastes 4:5,"Mũndũ mũkĩĩgu enyiitanagĩria moko, akeyananga we mwene.",The fool folds his hands together and ruins himself.
Ecclesiastes 4:6,"Nĩ kaba mũndũ akorwo na kĩndũ kĩnini na akorwo na ũhooreri, gũkĩra gwĩtungumania agĩe na indo nyingĩ, na gũtengʼeria rũhuho.","Better is a handful, with quietness, than two handfuls with labor and chasing after wind."
Ecclesiastes 4:7,Ningĩ ngĩona ũndũ wa tũhũ gũkũ thĩ kwaraga riũa:,Then I returned and saw vanity under the sun.
Ecclesiastes 4:8,"Kwarĩ na mũndũ watũũraga arĩ wiki; ndaarĩ na mũriũ kana mũrũ wa nyina. No rĩrĩ, aatũũraga etungumanagia, no maitho make matiaiganagwo nĩ ũtonga. Eyũririe atĩrĩ, “Nũũ ũratũma ndĩtungumanie ũũ, na noge, na nĩ kĩĩ kĩratũma ndĩiime ikeno?” Ũndũ ũcio o naguo nĩ wa tũhũ, no wĩra wa gũthĩĩnĩka!","There is one who is alone, and he has neither son nor brother. There is no end to all of his labor, neither are his eyes satisfied with wealth. “For whom then do I labor and deprive my soul of enjoyment?” This also is vanity. Yes, it is a miserable business."
Ecclesiastes 4:9,"Nĩ kaba andũ eerĩ gũkĩra ũmwe, tondũ nĩmoonaga uumithio mwega wa wĩra wao:","Two are better than one, because they have a good reward for their labor."
Ecclesiastes 4:10,"Ũmwe angĩgũa thĩ-rĩ, mũratawe no amuoe. No rĩrĩ, mũndũ angĩgũa thĩ na ndarĩ na wa kũmuoya-rĩ, kaĩ ũcio nĩ wa kũiguĩrwo tha-ĩ!","For if they fall, the one will lift up his fellow; but woe to him who is alone when he falls, and doesn’t have another to lift him up."
Ecclesiastes 4:11,"Ningĩ-rĩ, andũ eerĩ mangĩkoma hamwe nĩmaiguithanagia ũrugarĩ. No rĩrĩ, mũndũ angĩhota kũigua ũrugarĩ atĩa arĩ o wiki?","Again, if two lie together, then they have warmth; but how can one keep warm alone?"
Ecclesiastes 4:12,"Mũndũ ũmwe no akĩrio hinya, no andũ eerĩ no mahote kwĩgitĩra. Mũhĩndo mũrame na ndigi ithatũ ndũngĩtuĩka narua.","If a man prevails against one who is alone, two shall withstand him; and a threefold cord is not quickly broken."
Ecclesiastes 4:13,"Nĩ kaba mũndũ mwĩthĩ mũthĩĩni no nĩ mũũgĩ, gũkĩra mũthamaki mũkũrũ no nĩ mũkĩĩgu, ũrĩa ũtangĩtaarĩka.",Better is a poor and wise youth than an old and foolish king who doesn’t know how to receive admonition any more.
Ecclesiastes 4:14,"Mũndũ mwĩthĩ ũcio no akorwo oimĩte njeera agatuuo mũthamaki, kana akorwo aaciarirwo arĩ mũthĩĩni o kũu ũthamaki-inĩ wake.","For out of prison he came out to be king; yes, even in his kingdom he was born poor."
Ecclesiastes 4:15,"Ngĩkĩona atĩ andũ arĩa othe matũũraga na magathiiagĩra gũkũ thĩ kwaraga riũa maarũmĩrĩire mwanake ũcio mũthĩĩni, o ũcio wacookire ithenya rĩa mũthamaki.","I saw all the living who walk under the sun, that they were with the youth, the other, who succeeded him."
Ecclesiastes 4:16,"Andũ arĩa othe maathagwo nĩwe matingĩtarĩka. No rĩrĩ, andũ arĩa mookire thuutha wake matiakenirio nĩ ũcio wacookire ithenya rĩa mũthamaki. Ũndũ ũyũ o naguo nĩ wa tũhũ, o ta gũtengʼeria rũhuho. 5","There was no end of all the people, even of all them over whom he was—yet those who come after shall not rejoice in him. Surely this also is vanity and a chasing after wind. 5"
Ecclesiastes 5:1,"Atĩrĩrĩ, ceemaga ũgĩtoonya nyũmba ya Ngai. Gũkuhĩrĩria na kũigua ndeto ciake nĩ kwega gũkĩra igongona rĩrĩa rĩrutagwo nĩ andũ arĩa akĩĩgu, tondũ matimenyaga nĩ ũũru mareeka.","Guard your steps when you go to God’s house; for to draw near to listen is better than to give the sacrifice of fools, for they don’t know that they do evil."
Ecclesiastes 5:2,"Tiga kũhiũha kwaria ũtambĩte gwĩciiria, ndũgetĩkĩrie ngoro yaku ĩhiũhe kwaria ũndũ mbere ya Ngai. Ngai arĩ igũrũ, nawe ũrĩ gũkũ thĩ, nĩ ũndũ ũcio nyiihagia ciugo ciaku.","Don’t be rash with your mouth, and don’t let your heart be hasty to utter anything before God; for God is in heaven, and you on earth. Therefore let your words be few."
Ecclesiastes 5:3,"O ta ũrĩa mĩhangʼo mĩingĩ ĩtũmaga mũndũ aroote-rĩ, ũguo no taguo mũndũ mũkĩĩgu aingĩhagia mĩario.","For as a dream comes with a multitude of cares, so a fool’s speech with a multitude of words."
Ecclesiastes 5:4,"Hĩndĩ ĩrĩa wehĩta mwĩhĩtwa harĩ Ngai, ndũkanahũthĩrĩrie kũũhingia. Nĩ ũndũ we ndakenagio nĩ andũ akĩĩgu; hingagia mwĩhĩtwa waku.","When you vow a vow to God, don’t defer to pay it; for he has no pleasure in fools. Pay that which you vow."
Ecclesiastes 5:5,"Nĩ kaba kwaga kwĩhĩta, gũkĩra kwĩhĩta na kwaga kũhingia mwĩhĩtwa.","It is better that you should not vow, than that you should vow and not pay."
